Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,781","1,536",0,0,124,324,96,102,102,0,0,82,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,308"
20-Dec-18,"3,278","3,928",39,0,"3,056","1,251","1,003",0,0,81,265,51,75,48,0,0,0,0,65,45,69,55,148,19,32,0,0,0,50,0,"3,727",240,291,269,239,201,198,267,270,260,269,269,270,177,268,239,"3,199",0,"1,272",999,0,928,10,0,6,4,21,2,14,5,0,0,"19,512"
21-Dec-18,"3,277","3,930",39,0,"3,059","1,232","1,006",0,0,81,268,51,74,48,0,0,0,0,65,45,69,55,149,19,32,0,0,0,50,0,"3,728",240,294,269,239,201,197,267,269,260,269,269,270,176,268,240,"3,205",0,"1,279",999,0,927,10,0,6,4,21,2,14,5,0,0,"19,507"
22-Dec-18,"3,274","3,927",37,0,"3,058","1,232","1,003",0,0,81,266,51,74,48,0,0,0,0,65,45,68,55,149,19,32,0,0,0,50,0,"3,725",240,293,269,239,200,197,267,269,260,269,268,270,176,268,240,"3,205",0,"1,279",999,0,927,10,0,6,4,21,2,14,5,0,0,"19,492"
23-Dec-18,"3,274","3,930",37,0,"3,058","1,232",996,0,0,81,266,51,74,48,0,0,0,0,64,45,68,55,149,19,26,0,0,0,50,0,"3,723",240,292,269,239,200,197,267,269,260,269,268,270,176,267,240,"3,205",0,"1,279",999,0,927,10,0,6,4,21,2,14,5,0,0,"19,486"
24-Dec-18,"3,274","3,931",39,0,"3,058","1,232",987,0,0,81,258,51,74,48,0,0,0,0,64,45,68,55,149,19,25,0,0,0,50,0,"3,722",240,292,268,239,200,197,267,269,260,269,268,270,176,267,240,"3,204",0,"1,278",999,0,927,10,0,6,4,21,2,14,5,0,0,"19,478"
25-Dec-18,"3,270","3,931",39,0,"3,058","1,232",982,0,0,81,256,51,74,48,0,0,0,0,64,45,68,55,149,19,22,0,0,0,50,0,"3,721",240,292,268,238,200,197,267,269,260,269,268,270,176,267,240,"3,204",0,"1,278",999,0,927,10,0,6,4,21,2,14,5,0,0,"19,468"
26-Dec-18,"3,276","3,967",37,0,"3,059","1,178",995,0,0,84,266,51,74,48,0,0,0,0,64,45,68,55,149,19,22,0,0,0,50,0,"3,717",240,292,267,237,200,197,267,268,259,268,268,270,176,267,241,"3,201",0,"1,276",998,0,927,10,0,6,4,21,2,14,5,0,0,"19,461"
27-Dec-18,"3,277","3,901",38,0,"3,053","1,162",994,0,0,83,265,51,73,48,0,0,0,0,65,45,68,57,149,19,21,0,0,0,50,0,"3,743",240,291,269,240,199,200,270,275,255,266,268,281,176,266,247,"3,194",0,"1,273","1,000",0,921,9,0,5,4,19,2,14,3,0,0,"19,390"
28-Dec-18,"3,274","3,871",38,0,"3,057","1,147","1,013",0,0,84,266,50,73,48,0,0,0,0,70,53,73,57,151,18,21,0,0,0,49,0,"3,759",239,291,269,240,199,200,269,277,260,268,267,280,174,270,256,"3,193",0,"1,272",999,0,922,9,0,5,4,22,2,17,3,0,0,"19,383"
29-Dec-18,"3,274","3,872",38,0,"3,057","1,147","1,010",0,0,84,264,50,73,48,0,0,0,0,70,53,73,57,151,18,20,0,0,0,49,0,"3,758",239,291,269,240,199,200,269,277,260,268,267,280,174,269,256,"3,192",0,"1,272",999,0,921,9,0,5,4,23,2,17,4,0,0,"19,380"
30-Dec-18,"3,275","3,871",38,0,"3,057","1,147","1,008",0,0,84,263,50,73,48,0,0,0,0,70,53,73,57,151,18,19,0,0,0,49,0,"3,757",239,291,269,240,199,200,269,277,260,267,267,280,174,269,256,"3,191",0,"1,271",999,0,921,9,0,5,4,23,2,17,4,0,0,"19,376"
31-Dec-18,"3,275","3,867",36,0,"3,056","1,147","1,008",0,0,84,263,50,73,48,0,0,0,0,70,53,73,57,151,18,19,0,0,0,49,0,"3,757",239,291,269,240,199,200,269,277,260,267,267,280,174,269,256,"3,192",0,"1,272",999,0,921,9,0,5,4,23,2,17,4,0,0,"19,370"
Avg Population,"3,278","3,889",37,0,"3,055",1263,1002,0,0,80,261,53,75,49,0,0,0,0,68,44,70,55,151,19,26,0,0,0,52,0,"3,721",239,292,269,240,200,199,268,269,258,267,268,268,173,268,243,"3,196",0,1269,999,0,928,10,0,6,4,26,2,18,6,0,0,"19,477"
