date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
19-Jun-13,"3,390","3,365",32,"3,229","2,338","1,517",91,55,78,65,92,84,60,89,88,75,91,84,241,98,81,75,70,"4,427",300,369,280,299,279,280,274,275,355,280,280,280,300,278,298,"4,310",0,"1,125",999,"1,295",891,11,4,4,3,0,0,"22,619"
20-Jun-13,"3,387","3,345",31,"3,229","2,355","1,537",91,62,78,70,92,84,62,89,91,75,93,84,240,97,83,76,70,"4,422",300,369,278,298,279,280,274,275,355,278,280,280,300,278,298,"4,317",0,"1,125",998,"1,298",896,11,4,4,3,0,0,"22,634"
21-Jun-13,"3,384","3,337",31,"3,226","2,371","1,502",90,57,74,65,91,82,59,85,88,75,91,85,238,96,83,75,68,"4,431",300,369,278,300,280,280,274,280,355,278,280,280,300,279,298,"4,317",0,"1,125",995,"1,300",897,10,4,4,2,0,0,"22,609"
22-Jun-13,"3,383","3,335",31,"3,227","2,371","1,496",90,57,74,65,88,81,59,85,88,75,91,83,238,96,83,75,68,"4,428",300,369,277,300,279,280,274,280,354,278,280,280,300,279,298,"4,313",0,"1,122",994,"1,300",897,10,4,4,2,0,0,"22,594"
23-Jun-13,"3,382","3,337",27,"3,227","2,371","1,496",90,57,74,65,88,81,59,85,88,75,91,83,238,96,83,75,68,"4,425",300,369,277,299,279,279,274,280,354,278,280,279,300,279,298,"4,311",0,"1,122",992,"1,300",897,10,4,4,2,0,0,"22,586"
24-Jun-13,"3,379","3,344",31,"3,221","2,356","1,524",90,63,78,69,88,83,62,83,90,80,93,89,237,95,81,76,67,"4,422",300,369,276,299,279,280,273,280,354,279,279,279,300,276,299,"4,316",0,"1,124",998,"1,299",895,11,4,4,3,0,0,"22,604"
25-Jun-13,"3,389","3,344",31,"3,218","2,359","1,528",92,62,78,69,87,82,62,82,90,79,93,89,242,95,83,76,67,"4,430",300,369,279,298,280,281,273,279,355,281,280,280,299,276,300,"4,315",0,"1,124",997,"1,299",895,10,3,4,3,0,0,"22,624"
26-Jun-13,"3,388","3,360",30,"3,222","2,341","1,522",92,63,77,71,86,82,60,82,92,79,93,93,237,94,84,74,63,"4,429",298,368,279,297,280,281,273,279,355,282,280,280,299,278,300,"4,317",0,"1,126",997,"1,299",895,10,3,4,3,0,0,"22,619"
27-Jun-13,"3,386","3,376",33,"3,222","2,351","1,516",91,63,77,70,87,82,60,82,92,79,93,92,236,94,84,73,61,"4,427",298,367,277,297,279,280,273,280,354,281,280,280,299,282,300,"4,313",0,"1,123",997,"1,298",895,10,3,4,3,0,0,"22,634"
