date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,730","3,233","2,306","2,168","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,028",294,250,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,403"
14-Dec-05,"4,346","3,148","2,165","1,627","1,680",85,84,95,101,102,101,100,87,102,84,67,75,227,101,93,78,98,"3,025",293,250,280,280,272,250,280,280,280,280,280,"4,796",972,844,992,128,923,937,15,4,5,6,5,6,"20,813"
15-Dec-05,"4,348","3,100","2,171","1,633","1,711",90,90,96,100,102,102,100,100,102,92,67,75,228,99,93,78,97,"3,023",294,250,279,280,271,250,280,280,280,280,279,"4,798",970,847,995,128,917,941,16,4,5,7,5,7,"20,812"
16-Dec-05,"4,334","3,099","2,187","1,613","1,713",90,99,95,100,102,100,100,98,101,92,67,76,228,99,93,78,95,"3,024",294,249,279,280,273,250,280,280,280,280,279,"4,802",970,846,994,127,925,940,16,4,5,7,5,8,"20,801"
17-Dec-05,"4,330","3,098","2,186","1,613","1,706",90,98,95,99,102,100,100,98,101,92,65,76,227,98,93,78,94,"3,023",294,249,279,280,273,249,280,280,280,280,279,"4,800",970,846,992,127,925,940,16,4,5,7,5,9,"20,786"
18-Dec-05,"4,322","3,097","2,186","1,613","1,706",90,98,95,100,102,99,100,98,101,92,65,76,227,99,93,77,94,"3,023",294,249,279,280,273,249,280,280,280,280,279,"4,797",969,844,992,127,925,940,16,4,5,7,5,7,"20,772"
19-Dec-05,"4,323","3,087","2,169","1,626","1,720",90,98,96,100,101,99,100,100,99,91,66,76,226,99,101,76,102,"3,015",293,249,277,280,271,249,278,280,279,280,279,"4,789",969,843,994,126,920,937,16,4,5,7,5,9,"20,759"
20-Dec-05,"4,338","3,120","2,143","1,588","1,729",91,99,96,102,101,101,99,100,102,91,67,78,225,99,100,76,102,"3,014",290,250,277,280,271,250,278,280,278,280,280,"4,783",968,842,993,126,920,934,16,4,5,7,5,8,"20,744"
21-Dec-05,"4,343","3,146","2,154","1,543","1,720",91,100,96,101,101,101,99,98,101,84,73,79,222,100,99,73,102,"3,019",291,250,277,279,273,250,280,280,279,280,280,"4,783",971,842,992,125,919,934,15,4,4,7,5,8,"20,736"
22-Dec-05,"4,361","3,139","2,158","1,503","1,707",91,101,95,101,101,100,92,99,100,85,77,76,223,97,99,71,99,"3,025",294,250,281,278,272,250,280,280,280,280,280,"4,786",970,842,994,125,922,933,17,4,4,9,5,8,"20,709"
23-Dec-05,"4,356","3,140","2,156","1,504","1,703",91,100,95,100,101,100,92,99,100,85,77,75,222,97,99,71,99,"3,016",294,250,280,277,272,250,278,279,278,280,278,"4,779",969,840,992,125,921,932,17,4,4,9,5,5,"20,681"
24-Dec-05,"4,343","3,139","2,151","1,504","1,700",91,100,95,100,101,100,91,99,100,84,77,75,222,96,99,71,99,"3,016",294,250,280,277,272,250,278,279,278,280,278,"4,776",967,839,992,125,921,932,17,4,4,9,5,5,"20,656"
25-Dec-05,"4,339","3,139","2,150","1,504","1,698",91,99,95,100,101,100,90,99,100,84,77,75,222,96,99,71,99,"3,016",294,250,280,277,272,250,278,279,278,280,278,"4,774",967,838,992,125,921,931,17,4,4,9,5,5,"20,647"
26-Dec-05,"4,340","3,136","2,150","1,504","1,698",91,99,95,100,101,100,90,99,100,84,77,75,222,96,99,71,99,"3,014",294,250,280,277,271,249,278,279,278,280,278,"4,772",967,838,991,125,920,931,17,4,4,9,5,4,"20,640"
