date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,425","2,684","1,781","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,444"
10-May-07,"4,490","3,434","2,504","1,813","1,767",91,100,92,96,98,99,102,102,99,92,84,87,219,102,101,102,101,"3,074",293,278,280,280,273,272,279,279,280,280,280,"4,884",971,886,992,128,938,969,12,4,5,3,5,7,"21,990"
11-May-07,"4,495","3,434","2,515","1,798","1,736",87,96,88,101,95,97,100,102,97,89,82,83,214,102,102,101,100,"3,071",291,277,278,280,273,272,280,280,280,280,280,"4,885",967,883,996,128,942,969,11,3,5,3,5,41,"21,991"
12-May-07,"4,493","3,435","2,511","1,798","1,734",87,96,88,100,95,97,100,102,97,89,82,82,214,102,102,101,100,"3,069",290,277,278,280,272,272,280,280,280,280,280,"4,885",967,883,996,128,942,969,11,3,5,3,5,40,"21,981"
13-May-07,"4,489","3,436","2,510","1,798","1,733",87,96,88,100,95,97,100,102,97,89,82,82,213,102,102,101,100,"3,066",289,277,278,280,272,271,279,280,280,280,280,"4,882",967,883,996,128,942,966,11,3,5,3,5,39,"21,969"
14-May-07,"4,490","3,434","2,508","1,789","1,762",92,100,90,100,100,98,101,102,101,91,83,82,219,102,101,101,99,"3,063",289,277,278,279,272,269,280,280,280,280,279,"4,890",967,884,996,128,947,968,12,4,5,3,5,8,"21,961"
15-May-07,"4,498","3,425","2,526","1,787","1,757",92,100,94,101,102,98,101,102,101,88,83,82,217,102,101,95,98,"3,075",291,280,279,279,274,273,280,280,280,280,279,"4,888",970,884,995,128,942,969,12,4,5,3,5,9,"21,982"
16-May-07,"4,485","3,438","2,541","1,766","1,750",91,100,93,101,100,100,101,102,101,89,83,79,216,102,100,95,97,"3,072",291,280,280,280,274,271,277,279,280,280,280,"4,891",972,883,995,128,941,972,12,4,5,3,5,6,"21,966"
17-May-07,"4,490","3,468","2,537","1,761","1,748",91,99,93,101,99,100,100,102,99,88,83,79,215,102,100,100,97,"3,075",294,280,279,280,272,273,279,278,280,280,280,"4,873",970,882,997,128,933,963,12,4,5,3,5,5,"21,974"
18-May-07,"4,503","3,435","2,535","1,762","1,670",83,89,90,94,94,94,91,97,92,84,86,77,209,101,95,93,101,"3,080",294,280,279,279,274,274,280,280,280,280,280,"4,874",967,880,996,128,934,969,11,3,5,3,5,86,"21,961"
