Location,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County (opened on May 10th),Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta (Closed),East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,TOTALS
Capacity,"5,711","3,233","2,214","2,119","1,350",75,75,75,75,75,75,75,75,75,75,75,75,150,75,75,75,75,"2,750",250,250,250,250,250,250,250,250,250,250,250,"3,750",0,"1,000","1,000",750,"1,000",24,6,12,6,6,"21,157"
24-Feb-03,"5,529","3,092","2,103","2,136","1,270",71,68,73,72,75,75,75,73,73,74,48,56,150,75,70,72,70,"2,482",226,226,226,225,225,226,225,227,227,223,226,"3,400",0,719,981,720,980,13,6,4,3,6,"20,031"
25-Feb-03,"5,540","3,076","2,128","2,126","1,275",71,68,73,72,73,75,75,72,72,74,48,56,150,75,74,73,74,"2,482",225,227,225,225,225,225,223,227,227,227,226,"3,365",0,689,981,720,975,13,6,4,3,6,"20,011"
26-Feb-03,"5,573","3,065","2,123","2,119","1,281",69,67,73,75,74,74,75,71,74,74,53,56,150,75,74,73,74,"2,481",224,227,225,226,225,225,222,227,227,227,226,"3,382",0,689,985,720,988,13,6,4,3,6,"20,043"
27-Feb-03,"5,568","3,062","2,151","2,127","1,279",67,67,74,75,74,72,75,71,74,74,54,56,150,75,75,73,73,"2,476",224,227,225,225,224,223,222,227,227,227,225,"3,380",0,689,984,720,987,13,6,4,3,6,"20,062"
28-Feb-03,"5,588","3,035","2,163","2,133","1,246",64,70,69,68,71,69,73,73,73,71,53,55,146,72,75,71,73,"2,481",225,226,225,226,226,223,222,227,227,227,227,"3,373",0,688,984,715,986,13,6,4,3,6,"20,038"
