date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,767","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,193"
1-Apr-09,"4,099","3,539","3,090","1,684","1,706",84,91,86,95,96,100,92,91,98,81,83,78,248,99,96,96,92,"2,930",280,266,266,266,259,268,266,266,265,263,265,"5,481",953,"1,361",982,"1,211",974,12,6,4,2,6,14,"22,561"
2-Apr-09,"4,100","3,553","3,081","1,688","1,706",84,91,86,94,95,100,92,89,101,81,82,78,252,99,96,96,90,"2,927",278,266,265,266,259,268,266,266,265,263,265,"5,486",953,"1,361",983,"1,213",976,12,6,4,2,6,12,"22,571"
3-Apr-09,"4,106","3,536","3,091","1,703","1,696",82,90,82,93,95,99,95,87,101,80,81,78,247,98,95,91,102,"2,929",279,266,264,266,259,266,266,266,266,265,266,"5,475",953,"1,361",983,"1,201",977,12,6,4,2,6,29,"22,583"
4-Apr-09,"4,105","3,536","3,089","1,703","1,693",82,90,82,93,95,97,95,87,101,80,81,78,246,98,95,91,102,"2,929",279,266,264,266,259,266,266,266,266,265,266,"5,472",952,"1,360",982,"1,201",977,12,6,4,2,6,30,"22,575"
5-Apr-09,"4,105","3,535","3,089","1,703","1,694",82,90,82,93,95,98,95,87,101,80,81,78,246,98,95,91,102,"2,929",279,266,264,266,259,266,266,266,266,265,266,"5,472",952,"1,360",982,"1,201",977,12,6,4,2,6,30,"22,575"
6-Apr-09,"4,116","3,524","3,105","1,680","1,709",83,91,84,92,96,98,92,88,101,84,81,77,254,99,96,91,102,"2,928",278,266,265,264,260,266,266,266,266,265,266,"5,473",955,"1,359",982,"1,200",977,12,6,4,2,6,14,"22,567"
7-Apr-09,"4,105","3,502","3,094","1,685","1,705",87,89,78,92,95,98,92,88,100,84,80,75,254,99,102,90,102,"2,926",280,265,260,266,260,266,265,266,265,266,267,"5,472",955,"1,361",982,"1,202",972,11,6,3,2,6,17,"22,523"
8-Apr-09,"4,117","3,502","3,092","1,683","1,706",87,89,79,92,95,98,91,87,100,84,80,76,256,99,102,89,102,"2,928",281,263,264,266,259,266,266,266,265,265,267,"5,478",955,"1,361",982,"1,210",970,11,6,3,2,6,20,"22,543"
9-Apr-09,"4,123","3,484","3,104","1,697","1,695",87,89,79,91,95,96,91,87,101,82,78,76,256,97,102,86,102,"2,928",281,264,264,266,261,265,266,266,266,265,264,"5,488",955,"1,363",983,"1,211",976,12,6,3,3,6,24,"22,561"
