date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin Satellite Facility (RRP),Flowood TVC,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Tallahatchie County,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,178",58,0,"3,082","1,793","1,270",0,0,124,324,96,0,102,0,0,62,58,93,93,178,28,50,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"4,500","1,000","1,500","1,000",0,"1,000",10,0,6,4,122,40,34,8,42,40,"23,152"
18-Jul-20,"2,029","3,078",19,0,"2,515","1,532",492,0,0,113,24,37,0,0,0,0,49,53,63,44,106,3,0,0,0,0,"4,135",290,273,249,299,336,276,322,275,309,257,352,277,117,212,291,"3,563",561,"1,184",950,0,868,0,0,0,0,0,0,0,0,0,0,"17,363"
19-Jul-20,"2,029","3,077",19,0,"2,515","1,532",492,0,0,113,24,37,0,0,0,0,49,53,63,44,106,3,0,0,0,0,"4,134",290,272,249,299,336,276,322,275,309,257,352,277,117,212,291,"3,562",561,"1,184",950,0,867,0,0,0,0,0,0,0,0,0,0,"17,360"
20-Jul-20,"2,029","3,085",19,0,"2,513","1,524",490,0,0,113,23,37,0,0,0,0,49,53,62,44,106,3,0,0,0,0,"4,130",289,272,248,300,336,276,322,275,309,257,351,277,117,212,289,"3,561",561,"1,184",950,0,866,0,0,0,0,0,0,0,0,0,0,"17,351"
21-Jul-20,"2,030","3,089",19,0,"2,514","1,571",489,0,0,113,23,37,0,0,0,0,49,52,62,44,106,3,0,0,0,0,"4,125",289,272,248,300,333,276,322,275,309,257,349,277,117,212,289,"3,557",561,"1,182",950,0,864,0,0,0,0,0,0,0,0,0,0,"17,394"
22-Jul-20,"2,033","3,083",19,0,"2,513","1,582",507,0,0,113,41,37,0,0,0,0,48,52,62,45,106,3,0,0,0,0,"4,125",289,272,247,300,334,276,322,275,309,257,349,277,117,212,289,"3,557",561,"1,182",950,0,864,0,0,0,0,0,0,0,0,0,0,"17,419"
23-Jul-20,"2,036","3,096",17,0,"2,509","1,622",507,0,0,115,41,37,0,0,0,0,48,52,60,45,106,3,0,0,0,0,"4,120",287,272,247,299,334,276,321,275,309,257,348,277,117,212,289,"3,554",561,"1,180",950,0,863,0,0,0,0,0,0,0,0,0,0,"17,461"
24-Jul-20,"2,040","3,094",17,0,"2,505","1,635",506,0,0,115,41,37,0,0,0,0,47,52,60,45,106,3,0,0,0,0,"4,116",287,272,247,299,333,275,320,275,308,257,348,277,117,212,289,"3,548",557,"1,180",949,0,862,0,0,0,0,0,0,0,0,0,0,"17,461"
25-Jul-20,"2,038","3,092",17,0,"2,505","1,635",506,0,0,115,41,37,0,0,0,0,47,52,60,45,106,3,0,0,0,0,"4,116",287,272,247,299,333,275,320,275,308,257,348,277,117,212,289,"3,548",557,"1,180",949,0,862,0,0,0,0,0,0,0,0,0,0,"17,457"
26-Jul-20,"2,038","3,091",17,0,"2,505","1,635",506,0,0,115,41,37,0,0,0,0,47,52,60,45,106,3,0,0,0,0,"4,115",287,272,247,299,333,275,320,275,308,257,348,277,117,211,289,"3,545",557,"1,177",949,0,862,0,0,0,0,0,0,0,0,0,0,"17,452"
27-Jul-20,"2,030","3,083",17,0,"2,499","1,660",497,0,0,114,40,37,0,0,0,0,47,49,60,44,103,3,0,0,0,0,"4,099",287,272,246,298,332,275,316,274,305,256,346,277,116,210,289,"3,539",557,"1,172",949,0,861,0,0,0,0,0,0,0,0,0,0,"17,424"
28-Jul-20,"2,026","3,068",17,0,"2,484","1,672",495,0,0,114,40,37,0,0,0,0,46,49,60,43,103,3,0,0,0,0,"4,087",287,272,245,297,331,275,314,274,302,255,346,275,116,210,288,"3,533",557,"1,167",949,0,860,0,0,0,0,0,0,0,0,0,0,"17,382"
29-Jul-20,"2,033","3,075",17,0,"2,471","1,662",502,0,0,113,52,37,0,0,0,0,46,49,59,42,101,3,0,0,0,0,"4,076",287,271,244,297,331,274,312,274,301,253,345,275,116,208,288,"3,534",560,"1,167",947,0,860,0,0,0,0,0,0,0,0,0,0,"17,370"
