date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"3,356","3,449","3,204","1,608","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,222"
19-Mar-11,"3,224","3,212","3,174","1,723","1,382",62,73,75,79,76,68,67,71,91,61,80,59,190,93,82,73,82,"3,020",233,224,243,224,224,219,223,283,224,224,224,224,251,"5,214",900,"1,354",921,"1,153",886,7,3,4,0,5,30,"20,991"
20-Mar-11,"3,222","3,212","3,173","1,723","1,380",62,73,74,79,75,68,67,71,91,61,80,59,190,93,82,73,82,"3,020",233,224,243,224,224,219,223,283,224,224,224,224,251,"5,214",900,"1,354",921,"1,153",886,7,3,4,0,5,30,"20,986"
21-Mar-11,"3,216","3,240","3,177","1,723","1,398",64,75,74,82,77,70,67,75,92,65,79,58,190,87,84,75,84,"3,023",233,225,243,224,224,220,223,284,224,224,224,224,251,"5,206",903,"1,339",925,"1,154",885,7,3,4,0,5,4,"20,999"
22-Mar-11,"3,221","3,251","3,188","1,729","1,400",65,74,74,82,77,70,67,75,92,65,79,58,190,87,84,75,86,"3,019",235,225,243,224,224,220,223,284,224,224,224,224,245,"5,210",901,"1,335",925,"1,161",888,7,3,4,0,5,3,"21,033"
23-Mar-11,"3,215","3,277","3,184","1,707","1,393",65,73,73,82,77,73,67,70,92,67,76,57,190,90,84,73,84,"3,026",234,225,242,224,224,220,223,283,224,225,223,225,254,"5,218",903,"1,338",925,"1,165",887,7,3,4,0,5,7,"21,039"
24-Mar-11,"3,206","3,287","3,176","1,714","1,388",65,74,73,82,75,71,67,70,92,67,84,56,189,89,82,71,81,"3,024",231,225,248,224,224,217,223,284,224,224,221,225,254,"5,199",903,"1,335",925,"1,151",885,7,3,4,0,5,7,"21,013"
25-Mar-11,"3,227","3,256","3,178","1,707","1,390",79,71,70,81,74,70,67,69,98,66,83,55,189,89,80,69,80,"3,020",235,225,247,223,224,217,223,284,224,222,221,225,250,"5,196",902,"1,335",925,"1,149",885,7,3,4,0,5,25,"21,011"
26-Mar-11,"3,229","3,251","3,175","1,707","1,388",78,71,70,81,74,69,66,69,98,66,83,55,189,90,80,69,80,"3,018",235,224,247,223,224,217,222,284,224,222,221,225,250,"5,188",902,"1,333",924,"1,148",881,7,3,4,0,5,27,"20,995"
27-Mar-11,"3,228","3,248","3,173","1,707","1,389",78,71,70,81,74,70,66,69,98,66,83,55,189,90,80,69,80,"3,018",235,224,247,223,224,217,222,284,224,222,221,225,250,"5,187",902,"1,333",923,"1,148",881,7,3,4,0,5,27,"20,989"
