date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665",42,"3,282","2,020","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,937"
19-Feb-14,"3,323","2,986",38,"3,223","1,997","1,185",83,61,54,59,41,53,50,51,51,71,83,82,207,87,53,46,53,"4,412",303,368,278,298,276,279,273,278,355,281,280,280,288,277,298,"4,371",0,"1,197",997,"1,284",893,10,4,3,3,0,0,"21,545"
20-Feb-14,"3,325","2,994",38,"3,219","2,004","1,188",85,60,53,58,41,54,50,50,49,75,85,85,204,84,53,45,57,"4,405",299,368,279,297,279,278,274,278,355,281,280,280,288,277,292,"4,380",0,"1,198",997,"1,293",892,12,4,5,3,0,0,"21,565"
21-Feb-14,"3,317","2,990",35,"3,213","1,994","1,179",85,56,52,60,45,51,48,45,65,69,84,87,200,87,49,39,57,"4,406",298,367,280,300,278,279,273,277,352,281,280,280,288,276,297,"4,394",0,"1,200",999,"1,307",888,11,3,5,3,0,0,"21,539"
22-Feb-14,"3,313","2,989",35,"3,216","1,992","1,176",85,56,52,60,45,51,48,45,65,68,84,87,198,87,49,39,57,"4,406",298,367,280,300,278,279,273,277,352,281,280,280,288,276,297,"4,390",0,"1,199",999,"1,305",887,11,3,5,3,0,0,"21,528"
23-Feb-14,"3,312","2,987",35,"3,212","1,992","1,177",85,56,52,60,45,51,48,45,69,68,84,86,200,87,49,39,53,"4,406",298,367,280,300,278,279,273,277,352,281,280,280,288,276,297,"4,388",0,"1,198",999,"1,305",886,11,3,5,3,0,0,"21,520"
24-Feb-14,"3,314","2,986",38,"3,218","1,958","1,186",84,59,53,60,42,54,49,47,73,68,85,86,199,87,49,38,53,"4,407",297,368,279,300,277,280,274,279,353,275,280,280,287,278,300,"4,394",0,"1,200",999,"1,307",888,11,3,5,3,0,0,"21,512"
25-Feb-14,"3,322","2,995",35,"3,219","1,953","1,193",89,59,52,63,42,54,49,46,73,73,85,86,200,86,49,38,49,"4,392",296,367,277,298,276,279,274,278,355,274,280,279,285,277,297,"4,392",0,"1,199",998,"1,311",884,11,3,5,3,0,0,"21,512"
26-Feb-14,"3,341","2,991",34,"3,227","1,989","1,181",87,59,52,61,42,54,49,45,72,73,85,77,203,86,49,38,49,"4,403",295,366,278,298,280,279,274,279,355,280,280,278,285,278,298,"4,391",0,"1,199",996,"1,313",883,11,3,5,3,0,0,"21,568"
27-Feb-14,"3,320","2,994",34,"3,221","1,955","1,193",87,59,55,63,41,56,49,45,71,73,90,77,202,89,47,38,51,"4,405",299,365,280,300,275,280,272,280,355,274,280,278,292,279,296,"4,393",0,"1,198",998,"1,314",883,11,3,5,3,0,0,"21,526"
28-Feb-14,"3,324","2,964",34,"3,238","1,969","1,179",86,59,53,63,48,56,50,49,45,72,88,75,197,89,51,40,58,"4,404",299,367,280,300,276,280,272,279,352,275,280,277,297,275,295,"4,394",0,"1,200",998,"1,314",882,12,4,5,3,0,0,"21,518"
Avg Population,"3,318","3,032",36,"3,213","2,006","1,202",85,62,55,56,51,57,52,51,57,74,85,86,202,85,54,41,50,"4,398",298,367,278,298,277,278,273,278,352,278,279,279,289,276,299,"4,376",0,"1,199",998,"1,291",887,10,4,3,3,0,0,"21,591"
