Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,882","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,691"
1-Oct-13,"3,372","3,332",38,"3,226","2,294","1,405",91,70,71,63,84,75,69,68,77,73,93,76,215,101,71,48,60,"4,432",296,368,280,298,280,280,273,281,355,280,280,281,299,280,301,"4,387",0,"1,198",998,"1,299",892,10,5,3,2,0,0,"22,496"
2-Oct-13,"3,373","3,327",38,"3,229","2,297","1,398",91,70,70,63,84,74,69,67,77,73,93,74,214,101,71,46,61,"4,430",295,368,280,300,279,280,274,281,353,280,280,281,299,279,301,"4,395",0,"1,199",998,"1,305",893,10,5,3,2,0,0,"22,497"
3-Oct-13,"3,386","3,284",39,"3,230","2,268","1,400",87,70,65,61,87,69,72,70,76,74,93,81,216,100,73,45,61,"4,431",300,366,279,298,279,280,274,281,355,280,280,281,297,280,301,"4,419",0,"1,202","1,000","1,319",898,11,5,3,3,0,0,"22,468"
4-Oct-13,"3,375","3,292",39,"3,229","2,279","1,380",87,69,63,62,81,67,71,70,76,75,90,81,215,99,73,44,57,"4,425",300,365,278,300,278,280,272,282,354,280,281,281,296,278,300,"4,414",0,"1,201",998,"1,317",898,11,5,3,3,0,0,"22,444"
5-Oct-13,"3,372","3,288",39,"3,226","2,279","1,376",87,69,63,62,81,65,71,69,76,74,90,81,215,99,73,44,57,"4,415",299,365,278,300,278,278,271,282,353,280,280,281,296,277,297,"4,412",0,"1,200",998,"1,316",898,11,5,3,3,0,0,"22,418"
6-Oct-13,"3,370","3,290",39,"3,226","2,277","1,385",87,69,63,62,81,66,71,68,76,74,90,81,217,101,71,48,60,"4,432",296,368,280,298,280,280,273,281,355,280,280,281,299,280,301,"4,387",0,"1,198",998,"1,299",892,10,5,3,2,0,0,"22,416"
7-Oct-13,"3,367","3,300",39,"3,230","2,250","1,408",83,69,66,63,87,67,69,71,75,76,93,83,229,100,73,44,60,"4,416",299,365,279,299,277,278,272,282,355,274,280,281,296,279,300,"4,414",0,"1,199",998,"1,314",903,11,5,3,3,0,0,"22,435"
8-Oct-13,"3,363","3,280",39,"3,232","2,256","1,425",87,67,68,63,86,68,72,71,75,76,93,83,229,102,71,49,65,"4,427",299,369,280,299,278,280,274,279,355,279,280,281,296,278,300,"4,421",0,"1,198",997,"1,323",903,11,5,3,3,0,0,"22,454"
9-Oct-13,"3,369","3,273",40,"3,230","2,244","1,427",86,71,68,63,84,72,72,71,75,76,93,86,224,102,70,49,65,"4,427",298,367,279,300,277,280,273,282,355,277,280,281,298,280,300,"4,420",0,"1,199",996,"1,322",903,11,5,3,3,0,0,"22,441"
