date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,515","3,124","1,589","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,685"
19-Nov-07,"4,373","3,451","3,023","1,736","1,812",91,100,95,101,99,100,98,100,100,91,86,91,255,101,101,102,101,"3,080",293,280,281,279,272,280,280,280,278,277,280,"4,790",970,888,"1,000",0,938,994,12,5,4,3,5,7,"22,289"
20-Nov-07,"4,360","3,478","3,019","1,732","1,814",91,101,94,102,99,100,99,102,100,92,88,91,250,101,102,101,101,"3,077",294,280,281,278,272,279,280,280,277,276,280,"4,795",970,888,999,0,941,997,12,5,4,3,5,9,"22,301"
21-Nov-07,"4,343","3,450","3,002","1,772","1,820",91,102,94,102,100,102,99,102,100,92,91,89,249,102,102,101,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,794",970,887,999,0,941,997,12,5,4,3,5,9,"22,295"
22-Nov-07,"4,337","3,451","2,998","1,771","1,819",91,102,94,102,100,102,99,101,100,92,91,89,249,102,102,101,102,"3,087",294,280,279,280,274,280,280,280,280,280,280,"4,793",969,887,999,0,941,997,12,5,4,3,5,9,"22,282"
23-Nov-07,"4,333","3,448","2,998","1,776","1,816",91,102,94,102,100,102,98,101,100,92,91,89,247,102,102,101,102,"3,083",294,280,279,279,274,279,280,280,279,279,280,"4,791",969,887,998,0,940,997,12,5,4,3,5,8,"22,270"
24-Nov-07,"4,331","3,445","2,997","1,776","1,814",91,102,94,102,100,102,98,99,100,92,91,89,247,102,102,101,102,"3,078",294,279,279,279,274,278,280,279,278,278,280,"4,789",968,886,998,0,940,997,12,5,4,3,5,9,"22,256"
25-Nov-07,"4,330","3,442","2,996","1,776","1,813",91,102,94,102,100,102,98,99,100,92,91,88,247,102,102,101,102,"3,076",294,279,279,279,274,277,280,279,277,278,280,"4,789",968,886,998,0,940,997,12,5,4,3,5,8,"22,247"
26-Nov-07,"4,319","3,468","2,987","1,778","1,820",91,102,96,102,102,102,98,99,99,92,90,88,253,102,102,101,101,"3,075",292,280,279,279,271,278,279,280,278,279,280,"4,794",969,887,"1,000",0,941,997,12,5,4,3,5,7,"22,265"
27-Nov-07,"4,322","3,475","3,005","1,789","1,812",91,102,96,102,100,99,97,102,101,92,91,88,251,100,98,101,101,"3,075",292,279,279,279,270,280,280,277,279,280,280,"4,796",969,888,"1,000",0,942,997,12,5,4,3,5,7,"22,298"
