date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"3,590","3,818",58,,"3,082","1,781","1,348",0,0,96,102,102,0,0,82,20,102,92,93,93,182,28,50,82,20,102,102,0,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"24,103"
11-Sep-16,"3,353","3,396",35,21,"2,972","1,441","1,003",0,0,71,82,61,0,0,63,18,66,84,87,71,156,7,18,67,12,74,66,0,"3,858",263,292,236,267,253,258,269,261,280,197,269,271,216,266,260,"3,167",0,"1,152",994,125,896,11,5,4,2,"19,257"
12-Sep-16,"3,370","3,406",35,21,"2,968","1,456","1,015",0,0,71,83,61,0,0,62,18,69,85,87,71,158,7,17,65,12,77,72,0,"3,891",270,292,245,266,261,269,269,261,278,196,269,271,215,263,266,"3,112",0,"1,148",994,75,895,11,5,4,2,"19,285"
13-Sep-16,"3,372","3,442",36,9,"2,974","1,432","1,021",0,0,71,83,60,0,0,58,18,68,81,87,71,156,7,28,63,12,87,71,0,"3,925",269,294,254,266,266,269,268,259,280,195,269,271,233,267,265,"3,054",0,"1,147",994,24,889,11,5,4,2,"19,276"
14-Sep-16,"3,383","3,465",37,9,"2,985","1,406","1,006",0,0,69,83,59,0,0,56,18,69,80,87,73,157,7,27,60,12,78,71,0,"3,946",269,292,263,265,265,270,271,264,275,199,269,272,233,271,268,"3,025",0,"1,144",994,0,887,11,5,4,2,"19,273"
15-Sep-16,"3,382","3,472",37,9,"2,983","1,397",993,0,0,62,85,58,0,0,54,18,71,77,85,79,157,7,27,57,10,76,70,0,"3,956",268,291,270,270,267,269,269,269,277,201,270,271,230,270,264,"3,030",0,"1,152",992,0,886,11,5,4,2,"19,270"
16-Sep-16,"3,385","3,472",37,9,"2,983","1,397",993,0,0,62,85,58,0,0,54,18,71,77,85,79,157,7,27,57,10,76,70,0,"3,956",268,291,270,270,267,269,269,269,277,201,270,271,230,270,264,"3,030",0,"1,152",992,0,886,11,5,4,2,"19,273"
17-Sep-16,"3,384","3,442",37,5,"2,983","1,392","1,007",0,0,64,83,57,0,0,59,18,74,77,89,78,155,7,30,61,10,76,69,0,"3,952",268,290,270,269,265,268,268,269,276,200,270,271,230,269,269,"3,050",0,"1,159",992,0,899,10,5,3,2,"19,262"
18-Sep-16,"3,383","3,439",37,5,"2,983","1,392","1,002",0,0,64,83,57,0,0,56,18,74,77,89,78,155,7,30,59,10,76,69,0,"3,952",268,290,270,269,265,268,268,269,276,200,270,271,230,269,269,"3,050",0,"1,159",992,0,899,10,5,3,2,"19,253"
19-Sep-16,"3,379","3,459",37,5,"2,974","1,405",997,0,0,65,83,57,0,0,57,18,74,77,88,76,155,7,30,55,10,76,69,0,"3,952",267,293,269,269,269,266,267,270,278,200,270,269,228,268,269,"3,047",0,"1,155",993,0,899,11,5,4,2,"19,266"
