date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,816","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,691"
10-Nov-12,"3,376","3,352","3,179","2,190","1,468",87,69,63,74,71,67,75,75,83,69,86,93,241,99,76,44,96,"4,357",300,367,280,300,278,281,274,279,339,281,280,280,240,278,300,"4,265",0,"1,165","1,000","1,199",901,14,4,6,4,0,43,"22,244"
11-Nov-12,"3,375","3,351","3,180","2,190","1,463",87,69,63,72,71,67,75,75,83,69,86,92,240,99,75,44,96,"4,354",299,367,280,299,278,280,274,279,339,281,280,280,240,278,300,"4,263",0,"1,165","1,000","1,198",900,14,4,6,4,0,43,"22,233"
12-Nov-12,"3,373","3,349","3,182","2,190","1,493",89,70,67,75,75,69,75,76,82,71,86,92,244,102,76,44,100,"4,353",299,367,280,299,278,280,274,279,339,281,279,280,240,278,300,"4,259",0,"1,165","1,000","1,197",897,14,4,6,4,0,9,"22,222"
13-Nov-12,"3,372","3,366","3,176","2,192","1,489",89,69,65,76,75,69,75,76,82,71,86,91,243,102,76,44,100,"4,352",299,368,279,299,280,280,274,278,339,280,279,280,240,277,300,"4,264",0,"1,165",999,"1,200",900,14,4,6,4,0,10,"22,235"
14-Nov-12,"3,371","3,361","3,180","2,179","1,496",89,69,65,75,74,69,73,76,83,75,87,92,248,102,75,44,100,"4,354",299,368,279,298,279,280,273,280,340,280,279,280,240,279,300,"4,268",0,"1,166",998,"1,200",904,14,4,6,4,0,11,"22,234"
15-Nov-12,"3,373","3,363","3,188","2,198","1,489",89,69,65,76,71,69,72,75,81,73,90,91,250,101,74,45,98,"4,359",299,369,280,298,279,280,274,280,340,280,280,280,240,280,300,"4,268",0,"1,165",998,"1,202",903,15,5,6,4,0,7,"22,260"
16-Nov-12,"3,374","3,341","3,170","2,223","1,498",89,73,65,75,71,69,72,72,91,73,92,89,249,98,73,45,102,"4,359",300,369,279,300,279,280,274,280,339,280,280,280,239,280,300,"4,273",0,"1,164","1,000","1,205",904,15,5,6,4,0,10,"22,263"
17-Nov-12,"3,370","3,336","3,165","2,223","1,497",89,73,65,75,71,69,71,72,91,73,92,89,249,98,73,45,102,"4,358",300,369,279,299,279,280,274,280,339,280,280,280,239,280,300,"4,272",0,"1,164",999,"1,205",904,15,5,6,4,0,11,"22,247"
18-Nov-12,"3,368","3,336","3,163","2,223","1,496",89,73,65,74,71,69,71,72,91,73,92,89,249,98,73,45,102,"4,354",300,369,279,299,278,279,274,280,339,279,280,280,239,280,299,"4,272",0,"1,164",999,"1,205",904,15,5,6,4,0,10,"22,237"
