Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,066","2,056","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,940"
1-May-06,"4,473","3,298","1,933","1,663","1,787",91,102,96,101,102,101,100,102,101,92,88,88,221,102,102,97,101,"3,032",288,276,278,280,272,250,279,280,273,278,278,"4,822",956,867,991,127,949,932,12,3,5,4,5,2,"21,027"
2-May-06,"4,479","3,276","1,911","1,640","1,782",91,102,96,101,102,100,100,98,101,90,88,89,223,101,102,97,101,"3,041",291,278,278,280,274,248,277,280,278,277,280,"4,856",967,867,995,127,948,952,12,3,5,4,5,2,"21,004"
3-May-06,"4,473","3,315","1,925","1,603","1,769",91,102,94,99,99,101,96,96,101,90,88,88,222,101,102,100,99,"3,041",292,279,276,280,274,248,278,279,278,277,280,"4,851",968,868,994,128,942,951,12,3,5,4,5,3,"20,997"
4-May-06,"4,488","3,287","1,907","1,631","1,773",92,102,95,99,97,101,96,101,101,89,88,88,220,102,102,99,101,"3,050",292,278,279,280,273,248,280,280,280,280,280,"4,850",972,868,995,128,942,945,12,3,5,4,5,2,"21,005"
5-May-06,"4,488","3,244","1,939","1,651","1,753",90,100,91,96,101,98,97,99,98,92,88,89,219,101,98,95,101,"3,046",291,279,278,278,272,250,280,279,279,280,280,"4,841",972,868,995,128,936,942,12,3,5,4,5,26,"21,005"
6-May-06,"4,481","3,245","1,938","1,651","1,751",90,100,90,96,101,98,97,99,98,92,88,88,219,101,98,95,101,"3,046",291,279,278,278,272,250,280,279,279,280,280,"4,840",972,868,994,128,936,942,12,3,5,4,5,24,"20,993"
7-May-06,"4,479","3,243","1,938","1,651","1,751",90,100,90,96,101,98,97,99,98,92,88,88,219,101,98,95,101,"3,044",291,279,278,278,271,250,280,278,279,280,280,"4,836",972,866,994,128,935,941,12,3,5,4,5,25,"20,984"
8-May-06,"4,473","3,240","1,959","1,656","1,760",90,101,90,98,100,101,96,102,96,92,87,85,223,101,100,97,101,"3,050",294,279,283,277,271,249,280,279,279,280,279,"4,830",971,870,993,128,936,932,12,3,5,4,5,3,"20,988"
9-May-06,"4,478","3,193","1,976","1,682","1,746",90,96,94,98,100,98,95,102,95,91,86,85,222,101,99,93,101,"3,039",291,279,279,276,274,244,280,280,278,279,279,"4,825",971,868,994,128,935,929,12,3,5,4,5,3,"20,959"
