Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,492","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,585"
10-May-10,"3,596","3,281","3,108","1,578","1,581",60,86,77,83,81,80,100,71,97,86,72,87,239,91,82,94,95,"2,524",233,224,221,224,220,223,284,225,224,224,222,"5,305",900,"1,361",899,"1,191",954,11,6,3,2,6,4,"20,994"
11-May-10,"3,592","3,289","3,146","1,547","1,578",71,84,76,83,81,80,100,71,95,83,72,87,239,86,82,93,95,"2,528",233,224,222,224,220,226,284,222,224,225,224,"5,309",900,"1,366",898,"1,194",951,11,6,3,2,6,3,"21,009"
12-May-10,"3,595","3,294","3,158","1,515","1,570",80,82,75,78,76,76,98,71,94,83,72,90,237,92,82,91,93,"2,525",233,224,221,224,218,225,283,224,224,225,224,"5,307",900,"1,363",901,"1,193",950,11,6,3,2,6,3,"20,984"
13-May-10,"3,591","3,312","3,156","1,509","1,586",84,84,84,86,76,75,97,68,94,83,72,89,237,95,80,89,93,"2,518",233,224,216,224,218,225,283,225,222,224,224,"5,305",902,"1,357",900,"1,197",949,8,3,3,2,6,3,"20,994"
14-May-10,"3,592","3,310","3,163","1,493","1,530",78,80,79,78,74,71,90,64,93,85,71,82,237,89,79,89,91,"2,518",232,226,216,224,220,223,284,222,223,224,224,"5,303",904,"1,359",900,"1,190",950,6,3,2,1,6,66,"20,987"
15-May-10,"3,591","3,310","3,163","1,493","1,529",77,80,80,78,74,71,90,64,93,85,71,82,237,89,78,89,91,"2,518",232,226,216,224,220,223,284,222,223,224,224,"5,298",902,"1,357",900,"1,190",949,6,3,2,1,6,67,"20,981"
16-May-10,"3,590","3,310","3,163","1,493","1,529",77,80,81,78,74,71,89,64,93,85,71,82,237,89,78,89,91,"2,518",232,226,216,224,220,223,284,222,223,224,224,"5,295",902,"1,357",900,"1,188",948,6,3,2,1,6,66,"20,976"
17-May-10,"3,596","3,310","3,165","1,494","1,561",81,79,83,84,74,74,93,68,96,85,68,85,238,94,78,89,92,"2,524",234,228,216,224,219,223,284,225,223,224,224,"5,306",901,"1,356",900,"1,199",950,8,3,3,2,6,8,"20,978"
18-May-10,"3,599","3,275","3,154","1,511","1,584",81,79,84,86,78,80,92,75,101,85,68,85,238,94,77,89,92,"2,529",232,227,224,224,218,224,284,225,223,224,224,"5,307",901,"1,360",899,"1,198",949,8,3,3,2,6,7,"20,980"
