Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,744","3,233","2,214","2,327","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"5,088",960,"1,000","1,000",128,"1,000","1,000",18,6,6,6,6,,"22,196"
14-Mar-05,"4,466","3,091","2,130","1,868","1,742",92,102,94,93,98,99,98,100,98,90,89,90,200,102,100,99,98,"2,744",249,251,250,249,248,249,250,249,250,250,249,"4,754",953,874,994,127,830,976,12,6,4,2,5,17,"20,829"
15-Mar-05,"4,487","3,086","2,133","1,828","1,726",92,97,92,93,98,97,98,97,100,90,90,89,199,99,98,99,98,"2,742",248,250,250,249,249,247,250,250,249,250,250,"4,768",950,874,993,127,841,983,12,6,4,2,5,7,"20,794"
16-Mar-05,"4,468","3,103","2,158","1,795","1,727",91,99,94,93,98,96,98,99,102,91,89,88,199,99,94,99,98,"2,744",248,250,250,249,249,248,250,250,250,250,250,"4,776",956,873,993,126,846,982,12,6,4,2,5,8,"20,796"
17-Mar-05,"4,494","3,110","2,157","1,764","1,733",91,99,96,91,98,95,98,99,102,91,89,89,200,102,94,99,100,"2,744",249,250,250,250,248,250,249,250,249,250,249,"4,761",962,870,987,126,835,981,13,6,5,2,5,0,"20,781"
18-Mar-05,"4,485","3,097","2,166","1,756","1,686",85,93,96,88,94,94,101,95,99,85,90,82,210,94,93,94,93,"2,744",249,250,250,249,249,249,249,250,250,250,249,"4,764",957,873,993,128,833,980,12,6,4,2,5,75,"20,790"
19-Mar-05,"4,481","3,092","2,166","1,756","1,684",85,93,96,88,94,94,101,94,99,85,90,81,210,94,93,94,93,"2,741",249,250,250,248,249,249,249,250,249,249,249,"4,759",956,872,993,128,830,980,12,6,4,2,5,75,"20,771"
20-Mar-05,"4,480","3,094","2,166","1,756","1,683",84,93,96,88,94,94,101,94,99,85,90,81,210,94,93,94,93,"2,739",249,249,250,248,249,249,248,250,249,249,249,"4,758",956,871,993,128,830,980,12,6,4,2,5,73,"20,766"
21-Mar-05,"4,475","3,104","2,168","1,750","1,744",90,95,96,91,98,96,101,100,101,91,92,85,214,102,102,96,94,"2,744",249,250,250,249,250,249,250,250,248,249,250,"4,756",956,870,995,128,829,978,13,6,5,2,5,8,"20,767"
22-Mar-05,"4,505","3,090","2,171","1,746","1,746",92,95,95,91,98,96,101,100,102,90,87,85,215,101,102,96,100,"2,748",250,250,250,249,250,250,250,250,249,250,250,"4,762",960,870,995,128,831,978,13,6,5,2,5,3,"20,789"
23-Mar-05,"4,535","3,075","2,164","1,754","1,752",92,95,95,96,98,101,101,100,102,90,86,85,214,101,101,94,101,"2,745",249,250,250,250,247,250,250,250,250,250,249,"4,760",960,870,993,128,834,975,13,6,5,2,5,5,"20,808"
24-Mar-05,"4,559","3,085","2,164","1,750","1,754",92,98,95,97,98,101,101,98,102,90,86,86,215,100,100,94,101,"2,741",248,250,250,250,247,250,248,250,250,250,248,"4,763",960,870,995,128,831,979,13,6,5,2,5,6,"20,840"
25-Mar-05,"4,548","3,083","2,179","1,751","1,724",91,94,87,95,96,99,99,98,101,89,83,86,213,98,98,97,100,"2,743",250,250,250,250,247,249,249,250,250,250,248,"4,761",959,869,989,128,837,979,13,6,5,2,5,38,"20,845"
26-Mar-05,"4,537","3,073","2,174","1,751","1,713",90,94,85,93,96,99,99,98,101,89,81,84,212,98,97,97,100,"2,743",250,250,250,250,247,249,249,250,250,250,248,"4,759",959,869,987,128,837,979,13,6,5,2,5,38,"20,806"
