date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,155","1,824","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,821"
10-Sep-06,"4,532","3,242","2,072","1,803","1,721",89,98,94,92,99,96,102,100,97,87,80,84,211,91,98,101,102,"3,075",291,278,280,279,273,275,280,280,280,279,280,"4,871",971,865,995,128,945,967,13,5,6,2,5,49,"21,383"
11-Sep-06,"4,511","3,294","2,065","1,798","1,761",92,101,96,97,101,102,102,101,101,92,81,83,217,95,99,100,101,"3,069",289,279,280,279,271,275,279,280,280,279,278,"4,874",970,865,994,128,947,970,14,5,6,3,5,1,"21,392"
12-Sep-06,"4,510","3,322","2,069","1,771","1,771",92,101,95,97,102,102,102,101,101,92,85,83,216,102,99,102,99,"3,073",289,279,278,280,273,275,280,280,279,280,280,"4,869",970,865,994,128,946,966,14,5,6,3,5,0,"21,404"
13-Sep-06,"4,517","3,274","2,072","1,770","1,784",92,101,96,101,98,101,102,101,100,92,92,86,217,102,99,102,102,"3,070",291,278,279,279,272,273,280,279,279,280,280,"4,858",971,865,994,128,942,958,14,5,6,3,5,0,"21,364"
14-Sep-06,"4,524","3,344","2,075","1,794","1,781",92,100,96,101,97,101,102,100,100,92,93,86,217,102,99,101,102,"3,073",290,279,280,279,273,272,280,280,280,280,280,"4,863",970,862,995,128,947,961,14,5,6,3,5,3,"21,476"
15-Sep-06,"4,521","3,335","2,071","1,806","1,738",88,94,94,100,95,99,100,100,102,82,92,85,214,96,99,100,98,"3,076",293,280,281,279,273,272,279,279,280,280,280,"4,870",970,862,993,128,948,969,16,4,9,3,5,43,"21,481"
16-Sep-06,"4,519","3,334","2,068","1,806","1,738",87,94,94,100,95,99,100,100,102,83,91,85,214,97,99,100,98,"3,074",293,280,280,278,273,272,279,279,280,280,280,"4,869",970,862,993,128,947,969,15,4,8,3,5,41,"21,469"
17-Sep-06,"4,516","3,333","2,065","1,806","1,738",87,94,94,100,96,99,100,100,102,83,91,85,214,97,98,100,98,"3,071",293,280,280,278,272,272,277,279,280,280,280,"4,868",970,861,993,128,947,969,15,4,8,3,5,41,"21,458"
18-Sep-06,"4,526","3,292","2,076","1,769","1,770",89,99,96,99,98,101,102,98,102,90,91,89,216,99,99,102,100,"3,077",293,280,280,278,275,274,278,280,280,280,279,"4,868",969,861,993,128,947,970,16,5,8,3,4,4,"21,402"
