date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,760","3,233","2,214","2,295","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"5,088",960,"1,000","1,000",128,"1,000","1,000",18,6,6,6,6,,"22,180"
27-Jan-05,"4,541","3,038","2,134","1,837","1,711",90,101,93,100,99,101,100,101,102,90,68,72,196,99,102,97,100,"2,743",249,250,250,249,248,247,250,250,250,250,250,"4,761",954,872,994,128,823,990,14,5,5,4,5,6,"20,790"
28-Jan-05,"4,535","3,055","2,119","1,838","1,630",89,99,91,101,95,92,98,90,95,88,63,63,193,92,93,97,91,"2,737",246,250,250,248,249,247,250,249,249,249,250,"4,753",952,870,993,128,822,988,14,5,5,4,5,76,"20,762"
29-Jan-05,"4,529","3,053","2,118","1,838","1,627",89,99,90,101,95,92,98,90,95,88,62,62,193,92,93,97,91,"2,736",246,250,249,248,249,247,250,249,249,249,250,"4,752",952,869,993,128,822,988,14,5,5,4,5,0,"20,672"
30-Jan-05,"4,528","3,053","2,118","1,838","1,624",89,99,91,100,95,92,98,90,95,87,62,61,193,92,93,96,91,"2,734",246,250,249,248,249,246,249,249,249,249,250,"4,750",951,869,993,128,822,987,14,5,5,4,5,77,"20,741"
31-Jan-05,"4,516","3,075","2,109","1,827","1,709",90,102,95,101,101,100,100,99,101,90,65,71,195,98,102,99,100,"2,738",244,250,248,249,249,250,250,250,249,250,249,"4,736",947,867,993,127,819,983,14,5,5,4,5,6,"20,735"
