date_raw,Mississippi State Penitentiary,MSP TVC,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,"South Mississippi Correctional Institution 2,882",SMCI TVC,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"3,590",,"2,932",58,,,,"2,002","1,870",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"23,744"
28-Oct-15,"3,211",89,"2,688",25,134,"2,674",95,"1,266","1,136",80,68,48,49,49,54,0,75,65,70,73,65,167,96,69,50,58,"3,684",239,278,228,271,223,257,241,241,275,236,255,272,189,226,253,"3,924",0,"1,110",998,921,895,11,4,6,1,"18,937"
29-Oct-15,"3,211",89,"2,688",25,134,"2,674",95,"1,264","1,130",80,68,48,49,49,54,0,74,64,69,72,64,167,95,69,50,58,"3,684",239,278,228,271,223,257,241,241,275,236,255,272,189,226,253,"3,924",0,"1,110",998,921,895,11,4,6,1,"18,929"
30-Oct-15,"3,210",88,"2,687",24,133,"2,673",94,"1,286","1,115",79,67,47,48,48,53,0,73,63,68,71,63,167,94,68,49,57,"3,673",238,277,227,270,222,256,240,240,274,235,254,272,189,226,253,"3,924",0,"1,110",998,921,895,11,4,6,1,"18,918"
31-Oct-15,"3,210",88,"2,687",24,133,"2,673",94,"1,287","1,110",79,67,47,48,48,53,0,73,62,67,70,62,167,93,68,49,57,"3,673",238,277,227,270,222,256,240,240,274,235,254,272,189,226,253,"3,924",0,"1,110",998,921,895,11,4,6,1,"18,914"
Avg Population,"3,172",80,"2,631",27,138,"2,696",94,"1,256","1,137",84,70,49,50,47,51,0,74,63,68,77,59,169,96,70,50,61,"3,854",266,301,231,286,234,260,253,247,308,244,253,275,195,245,256,"3,844",0,"1,114",997,880,853,12,5,6,1,"18,942"
