Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity 1-Sep-17,"3,590","3,750",58,0,"3,082","1,781","1,188",0,0,96,102,102,0,0,82,20,62,58,93,93,178,28,50,82,20,60,62,0,"4,494",300,369,280,310,280,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,164,40,34,8,42,40,"24,095"
,"3,365","3,288",32,10,"3,044","1,299",914,0,0,62,70,59,0,0,74,19,60,50,76,49,166,10,11,80,15,60,53,0,"3,823",239,293,249,278,273,224,274,276,350,202,224,263,216,224,238,"3,122",0,"1,227",999,0,896,13,6,4,3,36,1,30,5,0,0,"18,946"
2-Sep-17,"3,365","3,286",32,10,"3,046","1,299",913,0,0,62,70,59,0,0,73,19,60,50,76,49,166,10,11,80,15,60,53,0,"3,822",239,293,249,277,273,224,274,276,350,202,224,263,216,224,238,"3,120",0,"1,226",998,0,896,13,6,4,3,36,1,30,5,0,0,"18,942"
3-Sep-17,"3,363","3,287",32,10,"3,044","1,299",913,0,0,62,70,59,0,0,73,19,60,50,76,49,166,11,10,80,15,60,53,0,"3,821",239,293,249,277,273,224,274,275,350,202,224,263,216,224,238,"3,120",0,"1,226",998,0,896,13,6,4,3,36,1,30,5,0,0,"18,938"
4-Sep-17,"3,360","3,286",32,10,"3,044","1,299",911,0,0,62,70,59,0,0,72,19,60,50,75,49,166,10,11,80,15,60,53,0,"3,819",238,292,249,277,273,224,274,275,350,202,224,263,216,224,238,"3,117",0,"1,224",998,0,895,13,6,4,3,36,1,30,5,0,0,"18,927"
5-Sep-17,"3,353","3,315",33,11,"3,039","1,329",902,0,0,62,69,59,0,0,66,19,60,50,75,51,164,10,11,80,15,58,53,0,"3,815",238,291,249,277,273,223,274,275,351,201,224,263,214,223,239,"3,113",0,"1,223",996,0,894,13,6,4,3,36,1,30,5,0,0,"18,959"
6-Sep-17,"3,361","3,331",33,11,"3,049","1,287",900,0,0,61,67,59,0,0,68,19,59,50,76,50,162,10,11,81,15,59,53,0,"3,805",239,291,249,277,273,222,273,272,349,201,223,263,212,222,239,"3,108",0,"1,222",995,0,891,13,6,4,3,34,0,29,5,0,0,"18,932"
7-Sep-17,"3,363","3,322",33,12,"3,047","1,297",904,0,0,61,68,65,0,0,68,19,59,50,76,50,162,10,11,80,14,59,52,0,"3,820",239,291,250,277,273,222,270,278,352,201,224,262,222,221,238,"3,106",0,"1,222",994,0,890,13,6,4,3,34,0,29,5,0,0,"18,951"
8-Sep-17,"3,356","3,321",33,10,"3,047","1,331",913,0,0,60,67,63,0,0,80,19,56,49,76,50,167,10,11,81,14,58,52,0,"3,822",240,292,249,277,273,223,271,280,350,201,224,261,222,220,239,"3,108",0,"1,216",999,0,893,13,6,4,3,35,1,29,5,0,0,"18,989"
9-Sep-17,"3,352","3,317",33,10,"3,045","1,331",910,0,0,60,67,63,0,0,80,18,56,49,76,49,167,10,11,80,14,58,52,0,"3,819",240,292,248,277,272,223,271,280,349,201,224,261,222,220,239,"3,107",0,"1,215",999,0,893,13,6,4,3,35,1,29,5,0,0,"18,972"
10-Sep-17,"3,351","3,318",33,10,"3,045","1,331",908,0,0,60,67,63,0,0,78,18,56,49,76,49,167,10,11,80,14,58,52,0,"3,818",240,292,248,277,272,223,271,279,349,201,224,261,222,220,239,"3,106",0,"1,215",999,0,892,13,6,4,3,35,1,29,5,0,0,"18,968"
11-Sep-17,"3,347","3,339",33,8,"3,044","1,367",907,0,0,62,68,63,0,0,78,18,57,48,77,48,165,9,11,79,14,58,52,0,"3,809",240,292,248,278,271,222,270,279,349,200,224,261,220,218,237,"3,102",0,"1,214",997,0,891,13,6,4,3,35,1,29,5,0,0,"19,004"
12-Sep-17,"3,343","3,395",33,8,"3,032","1,361",893,0,0,61,67,63,0,0,75,18,57,47,77,47,163,9,11,75,14,58,51,0,"3,807",240,292,248,278,271,222,270,279,348,199,224,261,220,218,237,"3,102",0,"1,214",997,0,891,13,6,4,3,35,1,29,5,0,0,"19,022"
13-Sep-17,"3,338","3,390",32,7,"3,035","1,356",890,0,0,61,69,63,0,0,72,18,56,47,77,47,163,9,10,75,14,58,51,0,"3,828",241,294,247,279,276,224,274,280,347,199,224,263,219,223,238,"3,118",0,"1,213","1,000",0,905,13,4,6,3,36,2,29,5,0,0,"19,043"
14-Sep-17,"3,345","3,394",32,12,"3,038","1,352",898,0,0,61,69,62,0,0,73,18,56,53,77,46,161,9,10,73,15,59,56,0,"3,815",239,294,244,279,276,222,274,278,343,200,224,261,218,224,239,"3,115",0,"1,211",998,0,906,13,4,6,3,35,2,28,5,0,0,"19,049"
15-Sep-17,"3,353","3,383",32,27,"3,034","1,351",908,0,0,61,69,62,0,0,80,17,60,51,79,46,160,9,9,76,15,59,55,0,"3,815",239,294,243,278,276,222,273,278,349,199,223,261,218,223,239,"3,110",0,"1,207",997,0,906,11,4,5,2,37,2,30,5,0,0,"19,061"
16-Sep-17,"3,352","3,384",32,27,"3,032","1,351",907,0,0,61,69,62,0,0,80,17,60,51,79,46,160,9,9,75,15,59,55,0,"3,814",239,294,243,278,276,222,273,278,349,199,223,261,217,223,239,"3,109",0,"1,206",997,0,906,11,4,5,2,36,2,29,5,0,0,"19,055"
17-Sep-17,"3,352","3,386",32,27,"3,032","1,351",900,0,0,61,69,62,0,0,76,17,60,51,79,46,160,9,8,73,15,59,55,0,"3,809",239,294,243,278,272,222,273,278,349,198,223,261,217,223,239,"3,108",0,"1,205",997,0,906,11,4,5,2,36,2,29,5,0,0,"19,044"
