date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,730","3,233","2,306","2,168","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,028",294,250,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,403"
1-Dec-05,"4,367","3,112","2,176","1,672","1,632",86,88,87,94,86,73,101,89,102,91,69,80,222,92,90,80,102,"3,009",292,250,276,280,273,245,278,279,280,278,278,"4,801",972,852,991,128,907,951,12,4,5,3,5,5,"20,791"
2-Dec-05,"4,373","3,090","2,164","1,668","1,645",87,87,87,98,86,83,100,89,102,91,69,80,222,92,90,80,102,"3,015",294,250,275,279,273,246,280,280,280,280,278,"4,812",974,851,991,128,918,950,12,4,5,3,5,6,"20,790"
3-Dec-05,"4,371","3,089","2,164","1,668","1,645",87,87,87,98,86,83,100,89,102,91,69,80,222,92,90,80,102,"3,014",293,250,275,279,273,246,280,280,280,280,278,"4,812",974,851,991,128,918,950,12,4,5,3,5,6,"20,786"
4-Dec-05,"4,370","3,090","2,162","1,668","1,644",87,87,87,98,86,83,100,89,102,91,69,80,222,92,90,79,102,"3,013",292,250,275,279,273,246,280,280,280,280,278,"4,809",974,850,990,128,918,949,12,4,5,3,5,4,"20,777"
5-Dec-05,"4,370","3,117","2,149","1,650","1,663",86,87,91,97,95,95,100,87,102,91,69,80,223,89,90,79,102,"3,019",293,250,276,279,274,250,280,280,278,280,279,"4,800",968,848,995,128,916,945,12,4,5,3,5,4,"20,789"
6-Dec-05,"4,364","3,118","2,162","1,640","1,663",86,87,90,97,95,95,100,88,102,90,68,80,225,89,90,79,102,"3,019",293,250,277,279,273,250,280,280,278,280,279,"4,803",965,848,995,128,923,944,12,4,5,3,5,5,"20,791"
7-Dec-05,"4,374","3,100","2,155","1,646","1,677",86,87,91,96,96,100,101,88,101,89,68,81,225,99,89,79,101,"3,021",294,250,277,279,274,250,278,280,280,279,280,"4,795",969,848,994,127,915,942,16,4,5,7,5,7,"20,796"
8-Dec-05,"4,392","3,123","2,152","1,643","1,674",86,87,89,96,96,101,101,88,100,88,68,81,227,98,89,79,100,"3,021",294,250,279,278,272,250,280,279,280,279,280,"4,791",972,848,992,127,915,937,16,4,5,7,5,9,"20,826"
9-Dec-05,"4,372","3,112","2,172","1,637","1,684",86,87,91,100,102,102,101,88,100,88,68,77,227,100,89,79,99,"3,022",294,250,279,279,271,250,280,280,280,280,279,"4,799",971,847,995,128,921,937,16,4,5,7,5,5,"20,824"
10-Dec-05,"4,368","3,111","2,165","1,637","1,678",86,87,91,99,101,102,100,88,100,88,68,77,226,100,88,78,99,"3,020",293,250,279,279,270,250,280,280,280,280,279,"4,798",970,847,995,128,921,937,16,4,5,7,5,5,"20,803"
11-Dec-05,"4,365","3,112","2,163","1,637","1,677",86,87,91,99,101,102,100,88,100,88,68,77,226,100,87,78,99,"3,019",293,250,279,279,270,250,280,280,280,279,279,"4,795",968,846,995,128,921,937,16,4,5,7,5,3,"20,792"
12-Dec-05,"4,370","3,101","2,157","1,650","1,679",85,86,95,101,102,102,100,87,100,87,68,76,227,101,86,78,98,"3,020",293,249,279,279,273,249,280,280,279,280,279,"4,788",966,846,993,128,919,936,15,4,5,6,5,4,"20,789"
13-Dec-05,"4,358","3,109","2,166","1,630","1,690",85,86,95,101,102,102,100,87,101,86,68,75,228,101,94,79,100,"3,021",293,249,280,279,272,249,280,280,279,280,280,"4,790",969,845,992,128,919,937,15,4,5,6,5,5,"20,789"
