date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,785","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,019"
1-Dec-08,"3,862","3,698","3,110","1,807","1,798",87,101,93,102,101,100,99,101,101,89,89,86,248,98,101,102,100,"3,077",294,279,277,280,270,278,280,280,279,280,280,"5,548",969,"1,362",996,"1,234",987,12,4,4,4,6,4,"22,922"
2-Dec-08,"3,860","3,741","3,112","1,788","1,792",87,100,93,101,101,101,99,101,100,88,90,85,248,97,99,102,100,"3,077",294,277,277,280,271,279,280,280,279,280,280,"5,548",971,"1,366",994,"1,228",989,12,4,4,4,6,7,"22,943"
3-Dec-08,"3,851","3,740","3,118","1,753","1,798",87,100,93,101,101,100,100,101,102,88,90,85,248,99,99,102,102,"3,084",294,279,280,280,273,280,280,280,278,280,280,"5,572",971,"1,371","1,000","1,242",988,13,4,5,4,6,11,"22,946"
4-Dec-08,"3,863","3,755","3,114","1,754","1,812",92,100,96,101,101,101,100,101,102,92,90,85,247,102,99,101,102,"3,085",294,280,279,280,274,280,280,280,279,280,279,"5,564",970,"1,372",999,"1,236",987,13,4,5,4,6,9,"22,975"
5-Dec-08,"3,877","3,755","3,100","1,763","1,810",91,99,96,102,101,99,102,100,102,92,92,84,247,102,99,101,101,"3,082",294,279,279,279,273,280,280,280,279,280,279,"5,544",967,"1,369",996,"1,227",985,12,4,4,4,6,10,"22,959"
6-Dec-08,"3,874","3,755","3,095","1,763","1,808",91,99,96,101,101,100,101,100,102,92,92,84,247,102,99,100,101,"3,080",294,278,279,278,273,280,280,280,279,280,279,"5,538",966,"1,369",994,"1,226",983,12,4,4,4,6,8,"22,939"
7-Dec-08,"3,871","3,755","3,093","1,763","1,806",91,99,96,101,101,99,101,100,101,92,92,84,247,102,99,100,101,"3,078",294,277,278,278,273,280,280,280,279,280,279,"5,538",966,"1,369",994,"1,226",983,12,4,4,4,6,8,"22,930"
8-Dec-08,"3,885","3,760","3,111","1,769","1,805",92,98,96,101,100,99,101,101,101,90,90,89,247,102,99,99,100,"3,077",294,278,280,279,271,277,280,279,279,280,280,"5,515",964,"1,367",982,"1,223",979,12,4,4,4,6,8,"22,948"
9-Dec-08,"3,891","3,755","3,108","1,745","1,812",92,102,95,102,102,100,102,102,99,90,89,87,247,98,102,101,102,"3,082",292,280,280,280,274,277,280,279,280,280,280,"5,505",962,"1,362",979,"1,224",978,12,4,4,4,6,9,"22,925"
