date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,503","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,737"
10-Jul-09,"3,988","3,232","2,997","1,533","1,603",72,88,82,87,84,91,85,91,96,76,78,71,240,92,85,93,92,"2,913",280,266,266,250,259,265,266,265,265,265,266,"5,484",951,"1,357",981,"1,226",969,8,4,3,1,6,76,"21,840"
11-Jul-09,"3,986","3,228","2,995","1,533","1,602",72,88,81,87,84,91,85,91,96,76,78,71,240,92,85,93,92,"2,913",280,266,266,250,259,265,266,265,265,265,266,"5,481",949,"1,357",981,"1,225",969,8,4,3,1,6,79,"21,831"
12-Jul-09,"3,984","3,228","2,995","1,533","1,601",72,88,81,87,84,91,85,91,96,76,78,71,240,91,85,93,92,"2,913",280,266,266,250,259,265,266,265,265,265,266,"5,475",949,"1,355",980,"1,224",967,8,4,3,1,6,78,"21,821"
13-Jul-09,"3,973","3,240","2,997","1,530","1,663",78,91,86,90,90,90,89,93,97,84,82,75,241,96,88,96,97,"2,909",279,266,266,250,257,264,266,265,266,265,265,"5,481",952,"1,356",982,"1,225",966,9,5,3,1,6,10,"21,818"
14-Jul-09,"3,974","3,244","3,004","1,516","1,664",80,90,86,89,88,90,89,93,96,84,84,75,244,98,86,95,97,"2,911",280,266,266,250,257,265,266,266,264,265,266,"5,497",956,"1,359",983,"1,226",973,9,5,3,1,6,11,"21,836"
15-Jul-09,"3,987","3,214","3,028","1,497","1,641",79,89,87,90,86,88,88,91,95,84,82,76,236,97,84,95,94,"2,906",279,265,266,249,258,264,266,266,264,264,265,"5,491",953,"1,357",983,"1,225",973,9,5,3,1,6,13,"21,792"
16-Jul-09,"3,979","3,233","3,013","1,512","1,654",79,85,88,87,85,94,88,91,95,85,81,78,247,98,84,95,94,"2,907",279,266,266,249,256,264,266,266,264,265,266,"5,492",953,"1,358",984,"1,224",973,10,5,4,1,6,8,"21,814"
17-Jul-09,"3,960","3,210","3,025","1,519","1,636",82,85,86,87,83,93,87,89,94,82,80,69,248,96,88,95,92,"2,915",280,266,266,250,258,269,266,266,264,266,264,"5,495",954,"1,360",982,"1,223",976,10,5,4,1,6,30,"21,806"
18-Jul-09,"3,960","3,208","3,024","1,519","1,634",82,85,86,87,83,92,87,89,94,82,80,69,248,96,88,94,92,"2,912",278,266,265,250,258,269,266,266,264,266,264,"5,493",954,"1,360",982,"1,221",976,10,5,4,1,6,29,"21,795"
