Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,469",58,350,"3,282","1,973","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,710"
28-Oct-14,"3,205","2,302",35,92,"2,853","1,551","1,077",92,50,47,52,42,49,50,48,46,64,78,56,169,95,47,44,48,"4,283",297,364,269,300,268,267,274,270,334,257,281,278,267,270,287,"4,258",0,"1,186",999,"1,245",828,5,3,1,1,0,0,"19,661"
29-Oct-14,"3,193","2,295",35,87,"2,800","1,553","1,079",92,50,47,52,46,49,49,53,44,64,78,56,168,94,47,42,48,"4,277",300,363,271,299,268,265,271,269,334,257,280,278,267,269,286,"4,319",0,"1,184",998,"1,307",830,5,3,1,1,0,0,"19,643"
30-Oct-14,"3,188","2,318",34,87,"2,808","1,528","1,082",90,50,47,51,45,49,49,54,48,64,78,56,170,93,49,42,47,"4,285",300,362,271,298,272,265,271,269,340,255,280,279,266,270,287,"4,326",0,"1,183",999,"1,314",830,5,3,1,1,0,0,"19,661"
31-Oct-14,"3,163","2,293",33,89,"2,798","1,543","1,071",88,50,45,51,47,45,44,52,50,61,78,53,173,98,49,41,46,"4,282",300,359,270,300,271,266,260,269,341,256,279,279,279,270,283,"4,316",0,"1,188",999,"1,301",828,5,3,1,1,0,0,"19,593"
Avg Population,"3,261","2,341",34,101,"2,885","1,589","1,068",84,48,47,52,42,46,49,48,50,67,81,57,169,96,45,42,44,"4,291",297,365,275,299,274,269,266,261,343,263,279,277,275,264,283,"4,194",0,"1,188",998,"1,190",818,5,3,1,1,0,0,"19,768"
