date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin Satellite Facility (RRP),Flowood TVC,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Tallahatchie County,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"2,678","4,178",58,0,"3,082","1,866","1,372",0,0,124,324,96,102,102,0,0,62,58,93,93,178,28,50,0,62,0,"4,610",300,294,280,310,342,280,328,280,355,280,401,280,300,280,300,"4,322","1,000","1,373","1,000",0,949,10,0,6,4,122,40,34,8,42,40,"22,298"
18-Jun-20,"2,005","3,106",16,0,"2,385","1,681",552,0,0,142,23,47,0,0,0,0,50,45,73,47,119,6,0,0,0,0,"4,231",300,287,243,308,328,280,318,275,347,273,362,277,125,211,297,"3,606",592,"1,191",959,0,864,0,0,0,0,0,0,0,0,0,0,"17,582"
19-Jun-20,"2,064","3,080",19,0,"2,461","1,537",551,0,0,150,23,47,0,0,0,0,42,45,73,47,120,4,0,0,0,0,"4,222",300,287,237,307,328,280,318,275,347,273,361,277,125,210,297,"3,579",566,"1,190",959,0,864,0,0,0,0,0,0,0,0,0,0,"17,513"
20-Jun-20,"2,063","3,080",19,0,"2,461","1,537",550,0,0,150,22,47,0,0,0,0,42,45,73,47,120,4,0,0,0,0,"4,222",300,287,237,307,328,280,318,275,347,273,361,277,125,210,297,"3,579",566,"1,190",959,0,864,0,0,0,0,0,0,0,0,0,0,"17,511"
21-Jun-20,"2,061","3,081",19,0,"2,461","1,537",550,0,0,150,22,47,0,0,0,0,42,45,73,47,120,4,0,0,0,0,"4,222",300,287,237,307,328,280,318,275,347,273,361,277,125,210,297,"3,579",566,"1,190",959,0,864,0,0,0,0,0,0,0,0,0,0,"17,510"
22-Jun-20,"2,056","3,125",19,0,"2,453","1,534",544,0,0,146,22,47,0,0,0,0,46,45,70,45,119,4,0,0,0,0,"4,212",300,287,237,307,328,280,317,275,340,269,367,275,125,208,297,"3,578",566,"1,188",959,0,865,0,0,0,0,0,0,0,0,0,0,"17,521"
23-Jun-20,"2,050","3,175",19,0,"2,468","1,466",540,0,0,145,22,45,0,0,0,0,46,45,69,45,119,4,0,0,0,0,"4,209",300,287,237,307,328,280,317,275,340,268,367,275,125,207,296,"3,578",566,"1,188",959,0,865,0,0,0,0,0,0,0,0,0,0,"17,505"
24-Jun-20,"2,043","3,183",18,0,"2,470","1,507",534,0,0,145,23,43,0,0,0,0,45,45,69,45,116,3,0,0,0,0,"4,199",300,287,237,307,327,280,316,275,339,268,364,273,124,206,296,"3,574",566,"1,185",958,0,865,0,0,0,0,0,0,0,0,0,0,"17,528"
25-Jun-20,"2,043","3,183",18,0,"2,470","1,507",514,0,0,128,23,43,0,0,0,0,46,44,68,44,115,3,0,0,0,0,"4,183",300,285,236,305,325,280,315,270,338,268,362,273,124,206,296,"3,573",566,"1,185",958,0,864,0,0,0,0,0,0,0,0,0,0,"17,491"
26-Jun-20,"2,030","3,187",18,0,"2,470","1,539",493,0,0,101,22,43,0,0,0,0,53,44,68,44,115,3,0,0,0,0,"4,191",300,285,236,305,325,280,314,270,338,267,362,272,123,218,296,"3,569",565,"1,183",957,0,864,0,0,0,0,0,0,0,0,0,0,"17,497"
27-Jun-20,"2,030","3,183",18,0,"2,469","1,539",497,0,0,101,22,43,0,0,0,0,53,44,68,48,115,3,0,0,0,0,"4,191",300,285,236,305,325,280,314,270,338,267,362,272,123,218,296,"3,568",565,"1,183",956,0,864,0,0,0,0,0,0,0,0,0,0,"17,495"
28-Jun-20,"2,030","3,183",18,0,"2,468","1,539",497,0,0,101,22,43,0,0,0,0,53,44,68,48,115,3,0,0,0,0,"4,191",300,285,236,305,325,280,314,270,338,267,362,272,123,218,296,"3,567",565,"1,182",956,0,864,0,0,0,0,0,0,0,0,0,0,"17,493"
29-Jun-20,"2,029","3,125",18,0,"2,477","1,553",543,0,0,143,22,43,0,0,0,0,59,44,67,48,114,3,0,0,0,0,"4,178",300,284,236,304,325,280,314,264,337,267,361,270,122,218,296,"3,566",565,"1,182",956,0,863,0,0,0,0,0,0,0,0,0,0,"17,489"
30-Jun-20,"2,030","3,104",19,0,"2,493","1,557",537,0,0,140,22,42,0,0,0,0,59,44,67,46,114,3,0,0,0,0,"4,159",300,282,235,302,320,280,314,263,335,266,357,270,121,218,296,"3,564",565,"1,180",955,0,864,0,0,0,0,0,0,0,0,0,0,"17,463"
Avg Population,"2,019",3167,18,0,2442,1594,542,0,0,127,19,48,0,7,0,0,48,46,71,48,122,7,0,0,0,0,4124,294,276,242,302,322,270,304,266,322,255,365,270,132,221,284,3660,656,1192,961,0,851,0,0,0,0,0,0,0,0,0,0,17564
