date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"3,356","3,449","3,204","1,608","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,222"
1-Mar-11,"3,244","3,203","3,180","1,676","1,401",64,74,72,80,75,84,65,77,81,74,77,68,181,91,79,77,82,"3,015",235,224,247,224,224,219,224,283,224,224,223,223,241,"5,239",904,"1,366",925,"1,159",885,9,6,3,0,5,8,"20,980"
2-Mar-11,"3,237","3,209","3,180","1,698","1,416",64,74,75,82,75,84,70,77,81,74,76,68,185,90,85,74,82,"3,012",234,224,247,224,224,219,224,283,224,221,224,223,241,"5,240",904,"1,371",924,"1,157",884,9,6,3,0,5,10,"21,016"
3-Mar-11,"3,247","3,200","3,176","1,710","1,395",67,78,76,83,74,82,68,75,81,73,76,47,185,90,86,74,80,"3,017",234,224,249,224,224,218,224,284,226,223,224,223,240,"5,238",903,"1,370",920,"1,162",883,9,6,3,0,5,10,"21,007"
4-Mar-11,"3,237","3,196","3,183","1,692","1,376",64,76,73,84,73,80,66,73,78,71,76,46,182,91,82,79,82,"3,019",234,224,249,224,224,219,224,283,226,224,224,224,240,"5,255",903,"1,368",925,"1,175",884,5,2,3,0,5,42,"21,010"
5-Mar-11,"3,237","3,194","3,182","1,692","1,376",64,76,73,84,73,80,66,73,78,71,76,46,182,91,82,79,82,"3,017",234,224,249,224,224,219,224,285,226,223,224,222,239,"5,254",903,"1,367",925,"1,175",884,5,2,3,0,5,42,"21,004"
6-Mar-11,"3,234","3,193","3,182","1,692","1,376",64,76,73,84,73,80,66,73,78,71,76,46,182,91,82,79,82,"3,011",234,223,249,223,224,218,222,285,225,223,224,222,239,"5,253",903,"1,367",924,"1,175",884,5,2,3,0,5,42,"20,993"
7-Mar-11,"3,223","3,209","3,181","1,716","1,399",68,77,76,84,74,82,66,73,79,73,76,49,183,89,88,80,82,"3,009",234,220,247,223,223,216,221,284,225,222,224,222,248,"5,248",902,"1,365",924,"1,174",883,9,6,3,0,5,12,"21,011"
8-Mar-11,"3,216","3,204","3,185","1,699","1,365",68,76,76,81,74,78,65,72,76,69,76,47,180,87,84,77,79,"3,016",234,223,247,222,224,217,223,285,224,223,224,224,246,"5,245",903,"1,363",922,"1,172",885,9,6,3,0,5,14,"20,958"
9-Mar-11,"3,224","3,221","3,174","1,695","1,367",68,75,75,80,81,78,63,71,76,60,77,56,183,87,83,77,77,"3,028",235,224,250,224,224,218,223,285,224,223,224,224,250,"5,243",902,"1,364",921,"1,172",884,10,6,4,0,5,12,"20,979"
