Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,484","1,727","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,146"
10-Feb-07,"4,471","3,428","2,295","1,883","1,684",88,93,89,98,94,98,90,92,100,86,84,78,204,98,97,98,97,"3,070",294,280,279,278,270,273,280,278,278,280,280,"4,838",968,849,995,128,945,953,14,5,6,3,5,69,"21,757"
11-Feb-07,"4,469","3,427","2,296","1,883","1,683",88,93,89,99,94,97,90,92,100,86,84,79,204,96,97,98,97,"3,067",293,280,279,277,269,273,280,278,278,280,280,"4,837",968,848,995,128,945,953,14,5,6,3,5,67,"21,748"
12-Feb-07,"4,478","3,403","2,304","1,879","1,751",91,98,95,102,96,98,102,100,100,91,87,82,210,99,99,99,102,"3,066",294,279,278,277,274,270,278,278,279,279,280,"4,850",967,859,995,128,947,954,14,5,6,3,5,7,"21,757"
13-Feb-07,"4,478","3,436","2,284","1,899","1,744",90,98,95,101,99,98,102,98,100,91,87,80,209,96,100,98,102,"3,066",294,279,277,276,274,269,279,279,280,279,280,"4,846",965,859,994,128,946,954,13,4,6,3,5,10,"21,781"
14-Feb-07,"4,495","3,421","2,304","1,876","1,761",91,99,96,101,99,97,102,98,101,91,87,80,216,102,101,98,102,"3,052",294,278,279,275,267,270,271,280,280,279,279,"4,849",967,859,994,128,949,952,13,4,6,3,5,7,"21,783"
15-Feb-07,"4,499","3,386","2,300","1,910","1,761",90,99,96,101,100,101,101,97,101,91,88,78,216,102,101,97,102,"3,070",294,278,279,277,273,274,276,280,280,280,279,"4,856",969,858,995,128,950,956,13,4,6,3,5,5,"21,805"
16-Feb-07,"4,475","3,370","2,318","1,966","1,674",81,93,93,97,97,96,96,84,99,85,86,74,208,99,94,95,97,"3,077",294,279,279,280,272,274,280,279,280,280,280,"4,843",969,857,994,128,937,958,12,3,6,3,5,86,"21,826"
17-Feb-07,"4,472","3,370","2,316","1,966","1,670",81,92,93,97,97,96,96,84,99,85,85,73,208,98,94,95,97,"3,075",293,279,279,280,272,274,280,279,279,280,280,"4,836",967,855,992,128,937,957,12,3,6,3,5,86,"21,808"
18-Feb-07,"4,471","3,368","2,313","1,966","1,669",81,92,93,97,97,96,96,84,99,85,85,73,207,98,94,95,97,"3,074",293,279,278,280,272,274,280,279,279,280,280,"4,833",967,855,991,128,936,956,12,3,6,3,5,86,"21,797"
