Location,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East MS,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,760","3,233","2,214","2,295","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"5,088",960,"1,000","1,000",128,"1,000","1,000",18,6,6,6,6,,"22,180"
27-Dec-04,"4,623","3,043","2,182","1,927","1,713",89,101,96,101,99,97,99,100,102,91,61,73,206,102,98,101,97,"2,735",247,250,250,249,245,248,250,249,249,248,250,"4,773",952,873,992,128,843,985,13,4,5,4,5,6,"21,020"
28-Dec-04,"4,624","3,063","2,184","1,919","1,712",87,100,96,100,99,99,99,100,102,90,61,74,204,101,100,100,100,"2,725",246,250,247,247,246,248,250,249,249,245,248,"4,773",952,872,992,128,843,986,13,4,5,4,5,6,"21,024"
29-Dec-04,"4,638","3,052","2,169","1,902","1,727",87,101,95,101,102,99,102,102,102,91,60,73,209,101,101,100,101,"2,735",244,250,250,247,245,249,250,250,250,250,250,"4,747",949,871,992,127,821,987,13,4,5,4,5,8,"20,996"
30-Dec-04,"4,624","3,063","2,164","1,872","1,729",89,101,96,99,101,98,102,101,102,90,63,76,207,102,102,100,100,"2,740",246,250,250,250,245,250,250,250,250,249,250,"4,752",955,870,993,127,824,983,13,4,5,4,5,13,"20,975"
31-Dec-04,"4,621","3,063","2,164","1,872","1,728",89,101,96,99,101,99,101,101,102,90,63,76,207,102,102,100,99,"2,736",246,250,249,249,245,249,249,250,250,249,250,"4,753",955,870,993,127,825,983,13,4,5,4,5,11,"20,966"
