Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"3,590","3,858",58,,"3,082","1,781","1,348",0,0,96,102,102,0,0,82,20,102,92,93,93,182,28,50,82,20,102,102,0,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"24,143"
17-Oct-16,"3,336","3,486",34,25,"2,965","1,309",974,0,0,65,83,54,0,0,59,14,75,71,82,66,150,6,29,71,11,70,68,0,"4,028",270,289,268,276,266,277,268,265,279,194,268,320,230,265,293,"3,055",0,"1,167",996,0,892,14,6,5,3,"19,226"
18-Oct-16,"3,332","3,503",34,14,"2,977","1,300",968,0,0,65,84,54,0,0,57,13,75,69,82,65,149,6,29,70,11,71,68,0,"4,025",265,293,267,280,265,277,270,265,274,193,268,320,230,266,292,"3,062",0,"1,166",999,0,897,14,6,5,3,"19,229"
19-Oct-16,"3,330","3,499",34,14,"2,970","1,294",970,0,0,66,84,53,0,0,57,13,75,69,87,67,150,6,28,67,11,70,67,0,"4,036",270,292,270,279,265,280,269,264,273,193,270,325,229,268,289,"3,068",0,"1,170",997,0,901,14,6,5,3,"19,229"
20-Oct-16,"3,341","3,479",35,19,"2,960","1,280",966,0,0,65,82,53,0,0,57,13,70,72,90,63,150,6,27,67,11,70,70,0,"4,067",270,288,270,280,279,280,268,268,273,200,272,326,229,265,299,"3,061",0,"1,165",995,0,901,14,6,5,3,"19,222"
21-Oct-16,"3,319","3,460",35,26,"2,968","1,271",977,0,0,63,79,51,0,0,71,13,69,75,90,65,148,6,27,70,10,71,69,0,"4,067",270,293,269,289,279,280,270,269,273,200,270,325,224,261,295,"3,062",0,"1,167",994,0,901,13,5,5,3,"19,198"
22-Oct-16,"3,317","3,460",35,26,"2,968","1,271",977,0,0,63,79,51,0,0,71,14,69,75,90,65,147,6,27,70,10,71,69,0,"4,065",269,293,269,289,279,279,270,269,273,200,270,325,224,261,295,"3,062",0,"1,167",994,0,901,13,5,5,3,"19,194"
23-Oct-16,"3,318","3,462",35,26,"2,968","1,270",976,0,0,63,79,51,0,0,70,14,69,75,90,65,147,6,27,70,10,71,69,0,"4,063",270,293,269,289,278,279,270,269,273,200,270,325,223,260,295,"3,060",0,"1,167",993,0,900,13,5,5,3,"19,191"
