date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
10-Dec-18,"3,272","3,887",35,0,"3,062","1,298","1,005",0,0,78,263,57,75,47,0,0,0,0,69,40,69,55,150,19,29,0,0,0,54,0,"3,706",239,292,270,240,200,200,267,267,257,264,268,264,168,267,243,"3,199",0,"1,270","1,000",0,929,10,0,6,4,23,2,13,8,0,0,"19,497"
11-Dec-18,"3,266","3,891",35,0,"3,061","1,318","1,004",0,0,78,258,56,74,49,0,0,0,0,68,47,70,55,149,19,27,0,0,0,54,0,"3,712",239,293,270,240,199,200,269,267,257,264,267,263,176,266,242,"3,191",0,"1,264",999,0,928,10,0,6,4,23,2,13,8,0,0,"19,511"
12-Dec-18,"3,286","3,895",36,0,"3,060","1,295","1,012",0,0,78,265,54,77,49,0,0,0,0,68,47,70,55,149,19,27,0,0,0,54,0,"3,712",239,292,270,240,199,200,269,267,257,263,269,263,176,266,242,"3,190",0,"1,263",999,0,928,10,0,6,4,23,2,14,7,0,0,"19,519"
13-Dec-18,"3,291","3,848",37,0,"3,052","1,347","1,016",0,0,79,261,53,77,51,0,0,0,0,68,48,70,55,154,19,27,0,0,0,54,0,"3,712",238,292,270,240,201,200,269,263,257,263,269,263,176,269,242,"3,197",0,"1,271",998,0,928,10,0,6,4,23,2,14,7,0,0,"19,533"
14-Dec-18,"3,287","3,878",37,0,"3,055","1,350","1,011",0,0,82,258,53,75,51,0,0,0,0,68,47,70,55,154,19,26,0,0,0,53,0,"3,730",238,292,270,240,201,200,269,269,260,269,269,265,176,270,242,"3,192",0,"1,267",998,0,927,10,0,6,4,23,2,14,7,0,0,"19,573"
15-Dec-18,"3,286","3,878",37,0,"3,053","1,350","1,007",0,0,82,256,53,75,51,0,0,0,0,68,47,70,55,154,19,26,0,0,0,51,0,"3,730",238,292,270,240,201,200,269,269,260,269,269,265,176,270,242,"3,189",0,"1,265",998,0,926,10,0,6,4,23,2,14,7,0,0,"19,563"
16-Dec-18,"3,286","3,879",37,0,"3,049","1,350","1,000",0,0,81,251,53,75,51,0,0,0,0,68,47,70,55,154,19,25,0,0,0,51,0,"3,725",238,291,269,240,201,199,269,269,260,268,269,264,176,270,242,"3,187",0,"1,264",998,0,925,10,0,6,4,23,2,14,7,0,0,"19,546"
17-Dec-18,"3,282","3,917",37,0,"3,046","1,303","1,006",0,0,81,263,51,75,51,0,0,0,0,67,47,70,55,152,19,24,0,0,0,51,0,"3,717",237,290,269,240,200,199,269,269,257,268,269,264,175,269,242,"3,186",0,"1,264",997,0,925,10,0,6,4,21,2,14,5,0,0,"19,525"
18-Dec-18,"3,272","3,900",39,0,"3,055","1,273",990,0,0,81,256,51,75,50,0,0,0,0,66,45,69,54,149,19,25,0,0,0,50,0,"3,718",239,294,269,240,199,200,269,268,256,268,269,264,174,269,240,"3,203",0,"1,273",997,0,933,10,0,6,4,21,2,14,5,0,0,"19,481"
19-Dec-18,"3,280","3,897",39,0,"3,056","1,264","1,005",0,0,81,270,50,75,48,0,0,0,0,66,45,69,55,149,19,28,0,0,0,50,0,"3,721",240,292,269,240,199,198,269,270,260,270,268,264,174,268,240,"3,208",0,"1,273",997,0,938,10,0,6,4,21,2,14,5,0,0,"19,501"
