Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,753","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,363",300,294,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,553"
10-Apr-12,"3,289","3,112","3,159","2,169","1,503",91,74,82,74,85,79,76,80,89,76,91,89,185,101,83,66,82,"4,269",296,290,279,298,280,278,274,279,339,280,280,280,237,279,300,"4,177",0,"1,357",977,954,889,9,5,4,0,0,4,"21,691"
11-Apr-12,"3,279","3,093","3,163","2,200","1,518",91,80,85,74,85,78,77,80,87,78,90,89,184,102,83,70,85,"4,271",300,290,278,298,280,280,274,279,340,279,279,280,237,278,299,"4,170",0,"1,356",977,949,888,8,4,4,0,0,3,"21,705"
12-Apr-12,"3,278","3,108","3,169","2,182","1,524",91,80,86,73,83,79,77,79,92,78,92,90,183,102,82,70,87,"4,276",300,294,280,300,279,279,274,279,339,279,279,278,237,280,299,"4,169",0,"1,354",977,951,887,10,5,4,1,0,6,"21,722"
13-Apr-12,"3,281","3,101","3,167","2,201","1,518",91,78,85,77,80,77,74,78,92,75,92,90,187,102,80,72,88,"4,277",296,292,280,300,280,280,276,279,338,280,280,278,237,281,300,"4,184",0,"1,366",977,956,885,10,5,4,1,0,21,"21,760"
14-Apr-12,"3,279","3,101","3,166","2,201","1,517",91,78,85,77,79,77,74,78,92,75,92,90,187,102,80,72,88,"4,273",295,292,280,300,279,280,276,279,338,280,279,278,236,281,300,"4,182",0,"1,365",977,956,884,10,5,4,1,0,20,"21,749"
15-Apr-12,"3,280","3,101","3,165","2,201","1,514",89,78,84,77,79,77,74,78,92,75,92,90,187,102,80,72,88,"4,271",295,292,280,300,279,280,274,279,338,280,279,278,236,281,300,"4,182",0,"1,365",977,956,884,10,5,4,1,0,22,"21,746"
16-Apr-12,"3,281","3,113","3,171","2,174","1,526",89,80,85,78,82,79,74,79,91,77,92,90,187,102,81,72,88,"4,261",298,293,278,300,280,278,274,280,338,277,279,278,235,279,294,"4,193",0,"1,363",977,968,885,10,5,4,1,0,4,"21,733"
17-Apr-12,"3,288","3,098","3,186","2,183","1,525",90,80,84,76,79,79,74,79,92,79,91,93,187,102,81,72,87,"4,265",298,290,278,299,280,278,274,280,340,277,280,277,236,278,300,"4,198",0,"1,363",977,971,887,9,5,3,1,0,5,"21,757"
18-Apr-12,"3,289","3,149","3,182","2,184","1,523",90,79,84,76,79,78,76,79,93,79,90,93,197,95,80,69,86,"4,259",296,290,279,299,280,277,274,280,339,278,280,277,235,276,299,"4,195",0,"1,360",976,972,887,9,5,3,1,0,4,"21,794"
