date_raw,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County (opened on May 10th),Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"5,768","3,233","2,214","2,176","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"3,750","1,000","1,000",750,"1,000",24,6,12,6,6,,"21,737"
25-Jun-03,"5,706","3,162","2,186","2,052","1,403",74,72,72,98,75,74,73,97,98,71,56,61,171,73,71,72,95,"2,581",234,235,235,236,232,234,235,235,235,235,235,"3,381",681,992,714,994,18,6,9,3,6,11,"20,506"
26-Jun-03,"5,699","3,164","2,179","2,060","1,419",74,72,75,97,75,74,72,98,101,71,56,61,170,75,82,72,94,"2,582",234,235,235,236,233,234,235,235,235,235,235,"3,382",679,992,717,994,18,6,9,3,6,11,"20,520"
27-Jun-03,"5,695","3,171","2,174","2,037","1,388",69,70,73,99,73,69,72,94,100,66,58,66,167,71,80,67,94,"2,582",236,234,234,236,234,235,235,235,233,235,235,"3,383",679,994,716,994,18,6,9,3,6,50,"20,504"
28-Jun-03,"5,692","3,173","2,171","2,037","1,388",69,70,73,99,73,69,72,94,100,66,58,66,167,71,80,67,94,"2,582",236,234,234,236,234,235,235,235,233,235,235,"3,383",679,994,716,994,18,6,9,3,6,49,"20,499"
29-Jun-03,"5,692","3,173","2,171","2,037","1,386",69,70,73,99,73,68,72,94,100,66,58,66,167,71,80,66,94,"2,582",236,234,234,236,234,235,235,235,233,235,235,"3,383",679,994,716,994,18,6,9,3,6,49,"20,497"
30-Jun-03,"5,684","3,170","2,168","2,018","1,445",91,72,75,100,75,71,73,96,101,72,59,66,168,75,82,70,99,"2,580",235,235,235,234,234,235,235,234,233,235,235,"3,378",679,993,713,993,18,6,9,3,6,4,"20,471"
