Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","4,022",58,0,"3,082","1,781","1,512",0,0,124,300,96,102,102,0,0,82,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,164,40,34,8,42,40,"24,247"
18-Jun-18,"3,425","3,789",37,0,"3,049","1,320","1,006",0,0,81,252,61,73,47,0,0,0,0,67,53,67,53,145,28,27,0,0,0,52,0,"3,655",235,289,267,254,198,199,268,262,252,269,267,209,184,267,235,"3,234",0,"1,305",999,0,930,6,0,4,2,30,2,22,6,0,0,"19,551"
19-Jun-18,"3,427","3,749",37,0,"3,057","1,337","1,001",0,0,81,251,61,73,45,0,0,0,0,67,52,69,52,143,28,27,0,0,0,52,0,"3,674",232,292,270,254,199,199,268,269,257,268,266,208,184,269,239,"3,232",0,"1,304",999,0,929,6,0,4,2,31,3,22,6,0,0,"19,551"
20-Jun-18,"3,452","3,725",37,0,"3,049","1,371",996,0,0,82,251,61,72,46,0,0,0,0,67,51,69,52,142,27,25,0,0,0,51,0,"3,667",232,292,270,254,198,198,268,268,254,269,266,208,184,269,237,"3,237",0,"1,302",999,0,936,6,0,4,2,38,3,29,6,0,0,"19,578"
21-Jun-18,"3,450","3,746",38,0,"3,055","1,357",992,0,0,84,248,61,72,46,0,0,0,0,67,49,70,52,141,27,25,0,0,0,50,0,"3,667",232,292,270,252,198,198,271,268,253,269,266,208,184,269,237,"3,235",0,"1,301",998,0,936,6,0,4,2,38,3,29,6,0,0,"19,584"
22-Jun-18,"3,447","3,754",38,0,"3,047","1,362",986,0,0,82,248,61,72,43,0,0,0,0,66,48,67,52,140,27,30,0,0,0,50,0,"3,693",232,291,270,252,197,198,271,275,253,269,266,209,205,268,237,"3,235",0,"1,300","1,000",0,935,6,0,4,2,38,3,29,6,0,0,"19,606"
23-Jun-18,"3,447","3,755",38,0,"3,046","1,362",983,0,0,82,245,61,72,43,0,0,0,0,66,48,67,52,140,27,30,0,0,0,50,0,"3,693",232,291,270,252,197,198,271,275,253,269,266,209,205,268,237,"3,234",0,"1,300",999,0,935,6,0,4,2,38,3,29,6,0,0,"19,602"
24-Jun-18,"3,446","3,754",38,0,"3,044","1,362",979,0,0,82,241,61,72,43,0,0,0,0,66,48,67,52,140,27,30,0,0,0,50,0,"3,691",232,291,270,252,197,198,271,275,253,269,266,207,205,268,237,"3,234",0,"1,300",999,0,935,6,0,4,2,38,3,29,6,0,0,"19,592"
25-Jun-18,"3,441","3,756",38,0,"3,043","1,331",996,0,0,83,250,61,71,45,0,0,0,0,67,49,69,52,141,27,30,0,0,0,51,0,"3,702",232,291,270,251,197,198,271,273,264,268,263,207,204,273,240,"3,241",0,"1,306",998,0,937,6,0,4,2,38,3,29,6,0,0,"19,592"
26-Jun-18,"3,443","3,760",38,0,"3,051","1,321",989,0,0,82,245,62,69,46,0,0,0,0,67,49,69,52,141,27,29,0,0,0,51,0,"3,694",232,290,270,250,197,197,270,273,262,268,262,207,203,273,240,"3,238",0,"1,305",998,0,935,6,0,4,2,37,3,29,5,0,0,"19,577"
27-Jun-18,"3,426","3,789",38,0,"3,062","1,300",981,0,0,82,239,62,69,46,0,0,0,0,68,49,67,52,140,27,29,0,0,0,51,0,"3,691",239,291,269,250,197,195,267,272,260,267,262,208,203,273,238,"3,237",0,"1,304",999,0,934,6,0,4,2,37,3,29,5,0,0,"19,567"
28-Jun-18,"3,417","3,831",37,0,"3,061","1,279",972,0,0,81,235,61,69,46,0,0,0,0,67,49,67,52,138,27,29,0,0,0,51,0,"3,693",239,291,268,252,197,200,267,272,260,266,262,207,203,271,238,"3,234",0,"1,303",998,0,933,6,0,4,2,37,3,29,5,0,0,"19,567"
29-Jun-18,"3,423","3,841",37,0,"3,039","1,297",974,0,0,80,235,61,69,49,0,0,0,0,67,50,67,50,136,27,29,0,0,0,54,0,"3,711",239,290,269,252,205,200,267,272,260,266,272,207,202,272,238,"3,231",0,"1,302",997,0,932,6,0,4,2,40,3,29,8,0,0,"19,599"
30-Jun-18,"3,423","3,839",37,0,"3,038","1,297",971,0,0,80,232,61,69,49,0,0,0,0,67,50,67,50,136,27,29,0,0,0,54,0,"3,710",239,290,269,252,205,200,267,272,260,266,272,207,202,272,237,"3,232",0,"1,303",997,0,932,6,0,4,2,37,3,29,5,0,0,"19,590"
Avg Population,"3,433","3,768",37,0,"3,052",1332,987,0,0,81,248,57,69,44,0,0,0,0,66,51,70,50,144,28,29,0,0,0,51,0,"3,670",236,292,267,255,200,200,266,268,256,261,266,211,192,265,236,"3,238",0,1308,999,0,931,6,0,4,2,34,3,25,7,0,0,"19,557"
