Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,816","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,691"
1-Nov-12,"3,369","3,346","3,181","2,233","1,494",91,73,69,76,74,68,65,79,81,72,91,92,241,102,77,46,97,"4,353",298,368,278,299,278,279,274,280,341,279,280,278,240,281,300,"4,267",0,"1,173",999,"1,192",903,12,4,4,4,0,6,"22,261"
2-Nov-12,"3,373","3,328","3,174","2,216","1,490",90,73,68,79,74,66,70,76,81,72,91,91,241,102,76,44,96,"4,355",298,369,279,298,278,280,273,280,340,280,281,280,240,280,299,"4,265",0,"1,172","1,000","1,188",905,12,4,4,4,0,21,"22,234"
3-Nov-12,"3,370","3,332","3,173","2,216","1,488",90,73,68,79,74,66,70,76,81,72,90,91,240,102,76,44,96,"4,352",297,369,279,297,278,280,273,280,340,280,281,279,240,280,299,"4,264",0,"1,171","1,000","1,188",905,12,4,4,4,0,21,"22,228"
4-Nov-12,"3,369","3,334","3,172","2,216","1,484",90,73,68,79,74,66,70,75,81,72,90,91,241,102,76,44,92,"4,351",297,369,279,296,278,280,273,280,340,280,281,279,240,280,299,"4,262",0,"1,171","1,000","1,186",905,12,4,4,4,0,21,"22,221"
5-Nov-12,"3,368","3,354","3,166","2,194","1,492",90,73,68,79,73,68,71,78,84,71,90,90,240,102,76,45,94,"4,356",299,370,279,299,276,280,274,280,339,280,280,281,239,280,300,"4,257",0,"1,170",998,"1,187",902,12,4,4,4,0,7,"22,206"
6-Nov-12,"3,380","3,358","3,171","2,174","1,487",90,71,68,79,72,67,71,78,83,72,88,91,240,102,76,45,94,"4,360",299,370,280,299,280,280,274,280,339,280,280,280,239,280,300,"4,268",0,"1,171",998,"1,195",904,13,4,5,4,0,6,"22,217"
7-Nov-12,"3,384","3,371","3,174","2,161","1,484",90,70,69,78,72,67,71,77,83,72,87,91,243,101,75,44,94,"4,354",299,369,278,299,279,280,273,280,339,280,280,278,241,279,300,"4,269",0,"1,172",997,"1,196",904,14,4,6,4,0,10,"22,221"
8-Nov-12,"3,382","3,356","3,169","2,200","1,494",90,70,69,80,74,67,71,76,83,72,86,91,243,102,74,44,102,"4,356",299,368,280,299,278,280,273,280,338,281,280,280,240,280,300,"4,271",0,"1,170",997,"1,201",903,14,4,6,4,0,8,"22,250"
9-Nov-12,"3,376","3,355","3,179","2,190","1,471",89,69,63,75,71,67,75,75,83,69,86,93,241,99,76,44,96,"4,361",300,367,280,300,278,282,274,280,339,281,280,280,240,279,301,"4,267",0,"1,167","1,000","1,199",901,14,4,6,4,0,41,"22,254"
