Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","4,022",58,0,"3,082","1,781","1,512",0,0,124,300,96,102,102,0,0,82,0,62,58,93,93,178,28,50,82,0,0,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,164,40,34,8,42,40,"24,247"
1-Jun-18,"3,443","3,719",37,0,"3,044","1,347",982,0,0,78,259,56,65,45,0,0,0,0,62,53,71,47,144,28,25,0,0,0,49,0,"3,675",239,293,266,258,205,201,266,268,258,257,267,214,189,264,230,"3,242",0,"1,312","1,000",0,930,5,0,4,1,31,3,21,7,0,0,"19,525"
2-Jun-18,"3,442","3,718",37,0,"3,044","1,347",980,0,0,79,256,56,65,45,0,0,0,0,62,53,71,47,144,28,25,0,0,0,49,0,"3,673",239,293,266,258,204,201,266,268,258,257,267,214,189,263,230,"3,242",0,"1,312","1,000",0,930,5,0,4,1,31,3,21,7,0,0,"19,519"
3-Jun-18,"3,441","3,718",37,0,"3,043","1,347",972,0,0,79,249,56,65,45,0,0,0,0,62,53,71,47,144,28,24,0,0,0,49,0,"3,671",239,293,266,257,204,201,266,268,258,256,267,214,189,263,230,"3,240",0,"1,310","1,000",0,930,5,0,4,1,31,3,21,7,0,0,"19,505"
4-Jun-18,"3,434","3,731",37,0,"3,040","1,359",989,0,0,81,254,55,65,43,0,0,0,0,66,52,75,47,150,28,23,0,0,0,50,0,"3,671",239,293,266,257,204,201,266,268,258,256,267,214,189,263,230,"3,240",0,"1,310","1,000",0,930,6,0,4,2,31,3,21,7,0,0,"19,538"
5-Jun-18,"3,433","3,725",36,0,"3,057","1,336",999,0,0,81,252,55,65,43,0,0,0,0,68,52,75,47,149,28,33,0,0,0,51,0,"3,658",237,292,265,257,203,201,266,268,257,254,266,214,188,260,230,"3,245",0,"1,317",998,0,930,6,0,4,2,31,2,21,8,0,0,"19,526"
6-Jun-18,"3,438","3,738",36,0,"3,054","1,333",997,0,0,82,251,55,68,43,0,0,0,0,68,52,74,47,148,28,32,0,0,0,49,0,"3,658",238,294,264,257,202,201,265,267,257,252,266,214,189,260,232,"3,241",0,"1,314",997,0,930,6,0,4,2,31,2,21,8,0,0,"19,532"
7-Jun-18,"3,432","3,747",36,0,"3,052","1,334",996,0,0,80,248,55,67,42,0,0,0,0,69,52,73,47,152,28,32,0,0,0,51,0,"3,655",238,294,263,257,202,201,261,267,256,253,266,214,189,260,234,"3,242",0,"1,318",996,0,928,8,0,6,2,33,2,23,8,0,0,"19,535"
8-Jun-18,"3,439","3,751",36,0,"3,058","1,331",980,0,0,79,247,54,65,42,0,0,0,0,67,52,73,45,147,28,31,0,0,0,50,0,"3,655",238,294,262,257,202,200,261,267,255,254,265,214,187,259,240,"3,244",0,"1,317",999,0,928,8,0,6,2,33,2,23,8,0,0,"19,535"
9-Jun-18,"3,439","3,749",36,0,"3,060","1,331",981,0,0,82,247,53,65,42,0,0,0,0,66,52,73,45,147,28,31,0,0,0,50,0,"3,655",238,294,262,257,202,200,261,267,255,254,265,214,187,259,240,"3,244",0,"1,317",999,0,928,8,0,6,2,33,2,23,8,0,0,"19,536"
10-Jun-18,"3,438","3,749",36,0,"3,058","1,331",977,0,0,82,244,53,65,42,0,0,0,0,66,51,73,45,147,28,31,0,0,0,50,0,"3,654",238,294,262,257,202,200,261,267,255,254,265,214,187,258,240,"3,244",0,"1,317",999,0,928,6,0,4,2,33,2,23,8,0,0,"19,526"
11-Jun-18,"3,431","3,766",36,0,"3,050","1,329",989,0,0,83,251,53,66,42,0,0,0,0,67,51,71,46,150,28,31,0,0,0,50,0,"3,642",237,291,262,257,202,200,260,265,255,252,264,212,187,258,240,"3,235",0,"1,315",997,0,923,6,0,4,2,33,2,23,8,0,0,"19,517"
12-Jun-18,"3,426","3,798",37,0,"3,056","1,305",986,0,0,82,248,54,65,42,0,0,0,0,66,51,74,46,149,28,31,0,0,0,50,0,"3,642",237,292,262,257,202,200,260,264,255,252,264,211,187,259,240,"3,234",0,"1,314",997,0,923,6,0,4,2,33,2,23,8,0,0,"19,523"
13-Jun-18,"3,424","3,819",38,0,"3,063","1,314",991,0,0,82,250,54,63,42,0,0,0,0,65,50,74,54,148,28,31,0,0,0,50,0,"3,631",236,291,262,257,200,200,260,264,254,251,263,211,186,257,239,"3,232",0,"1,309","1,000",0,923,6,0,4,2,33,2,23,8,0,0,"19,551"
14-Jun-18,"3,418","3,835",38,0,"3,058","1,298",994,0,0,80,249,55,71,42,0,0,0,0,67,50,66,54,148,28,31,0,0,0,53,0,"3,638",236,290,267,256,200,200,260,264,254,251,269,211,185,257,238,"3,238",0,"1,308",999,0,931,6,0,4,2,33,2,23,8,0,0,"19,556"
15-Jun-18,"3,419","3,785",37,0,"3,059","1,341",990,0,0,78,252,50,72,44,0,0,0,0,67,53,67,52,144,28,31,0,0,0,52,0,"3,668",236,290,267,254,199,200,271,262,251,269,269,210,185,268,237,"3,237",0,"1,306",999,0,932,6,0,4,2,33,2,23,8,0,0,"19,575"
16-Jun-18,"3,417","3,782",37,0,"3,057","1,341",987,0,0,78,251,50,72,44,0,0,0,0,67,53,67,51,143,28,31,0,0,0,52,0,"3,660",235,289,267,254,199,200,270,262,250,269,268,210,185,266,236,"3,236",0,"1,307",999,0,930,6,0,4,2,33,2,23,8,0,0,"19,556"
17-Jun-18,"3,416","3,820",37,0,"3,056","1,341",987,0,0,78,251,50,72,44,0,0,0,0,67,53,67,51,143,28,31,0,0,0,52,0,"3,661",236,289,267,254,199,200,270,262,250,269,269,210,185,266,235,"3,236",0,"1,307",999,0,930,6,0,4,2,33,2,23,8,0,0,"19,593"
