Location,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta       (Reopened 04-01-04),East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"5,768","3,233","2,214","2,176","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"4,700",950,"1,000","1,000",750,"1,000",24,6,12,6,6,,"22,687"
27-Apr-04,"5,406","3,203","2,202","2,067","1,671",92,102,95,83,90,79,98,102,102,92,70,79,206,101,100,80,100,"2,746",249,250,248,249,250,250,250,250,250,250,250,"3,785",350,725,994,723,993,14,6,5,3,6,5,"21,105"
28-Apr-04,"5,428","3,188","2,175","2,083","1,700",89,101,95,96,92,88,97,101,102,91,72,79,217,101,100,79,100,"2,741",250,250,243,249,250,250,250,249,250,250,250,"3,783",350,725,994,720,994,14,6,5,3,6,7,"21,125"
29-Apr-04,"5,367","3,164","2,180","2,125","1,733",89,101,95,100,101,94,99,101,101,90,72,80,216,102,102,88,102,"2,747",250,250,250,250,250,248,250,250,250,249,250,"3,826",395,723,994,720,994,14,6,5,3,5,9,"21,170"
30-Apr-04,"5,384","3,165","2,173","2,129","1,705",90,96,92,96,100,94,96,98,101,89,71,80,213,102,101,84,102,"2,745",250,250,250,249,249,250,250,250,248,250,249,"3,821",395,724,995,716,991,14,6,5,3,5,29,"21,170"
