Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","3,710",58,,"3,082","1,781","1,348",0,0,96,102,102,0,0,82,20,102,92,93,93,182,28,50,82,20,102,102,0,"4,494",300,369,280,310,280,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,164,40,34,8,42,40,"24,215"
1-Jul-17,3369,"3,380",33,9,"3,012","1,328",918,0,0,67,77,67,0,0,60,15,58,50,81,53,173,8,22,65,11,55,56,0,"3,780",239,293,240,270,224,220,284,280,352,197,223,263,232,223,240,"3,040",0,"1,165","1,000",0,875,14,5,6,3,46,5,32,7,0,2,"18,929"
2-Jul-17,3367,"3,378",33,9,"3,010","1,328",918,0,0,67,77,67,0,0,60,15,58,50,81,53,173,8,22,65,11,55,56,0,"3,766",239,293,240,266,224,220,274,280,352,197,223,263,232,223,240,"3,040",0,"1,165","1,000",0,875,14,5,6,3,46,5,32,7,0,2,"18,909"
3-Jul-17,3367,"3,378",33,9,"3,010","1,298",909,0,0,67,77,67,0,0,60,15,58,50,81,52,173,8,20,60,11,54,56,0,"3,767",239,293,239,270,223,220,274,280,352,197,223,263,232,223,239,"3,039",0,"1,164","1,000",0,875,14,5,6,3,43,5,29,7,0,2,"18,867"
4-Jul-17,3365,"3,377",33,9,"3,008","1,298",901,0,0,67,77,67,0,0,59,15,57,50,81,52,173,8,20,54,11,54,56,0,"3,765",239,293,239,270,223,219,273,280,352,197,223,263,232,223,239,"3,039",0,"1,164","1,000",0,875,14,5,6,3,43,5,29,7,0,2,"18,852"
5-Jul-17,3362,"3,408",33,9,"3,002","1,259",886,0,0,66,77,66,0,0,57,14,57,50,81,51,170,8,20,52,10,53,54,0,"3,746",239,291,238,270,223,216,268,279,351,195,223,263,231,222,237,"3,035",0,"1,160",999,0,876,13,4,6,3,43,5,29,7,0,2,"18,796"
6-Jul-17,3349,"3,407",33,9,"3,009","1,250",885,0,0,66,78,66,0,0,55,14,57,50,81,51,172,8,19,51,10,53,54,0,"3,769",239,291,239,270,233,223,274,279,350,195,223,263,231,222,237,"3,038",0,"1,160",998,0,880,13,4,6,3,48,5,34,7,0,2,"18,810"
7-Jul-17,3371,"3,387",33,9,"3,009","1,194",858,0,0,65,74,62,0,0,53,13,56,50,79,49,171,8,18,49,7,52,52,0,"3,790",239,291,239,270,253,223,274,280,349,197,223,263,231,221,237,"3,047",0,"1,169",998,0,880,12,4,5,3,48,5,34,7,0,2,"18,758"
8-Jul-17,3367,"3,387",33,9,"2,992","1,194",857,0,0,64,74,62,0,0,53,13,56,50,79,49,171,8,18,49,7,52,52,0,"3,789",240,291,238,270,253,223,273,280,349,197,223,263,231,221,237,"3,059",0,"1,169",999,0,891,12,4,5,3,44,2,34,7,0,1,"18,743"
9-Jul-17,3365,"3,387",33,9,"2,990","1,194",856,0,0,64,74,62,0,0,52,13,56,50,79,49,171,8,18,49,7,52,52,0,"3,788",240,291,238,270,253,222,273,280,349,197,223,263,231,221,237,"3,059",0,"1,169",999,0,891,12,4,5,3,44,2,34,7,0,1,"18,737"
10-Jul-17,"3,356","3,409",33,9,"2,988","1,204",866,0,0,64,77,66,0,0,51,14,56,50,81,49,171,8,18,46,10,52,53,0,"3,786",240,291,240,269,253,224,270,279,349,197,223,263,230,219,239,"3,058",0,"1,167","1,000",0,891,13,4,6,3,43,1,34,7,0,1,"18,765"
11-Jul-17,"3,373","3,419",33,9,"2,988","1,188",863,0,0,65,80,65,0,0,52,14,56,50,81,49,171,8,17,40,10,52,53,0,"3,789",240,290,240,269,253,223,269,278,349,200,223,263,230,223,239,"3,058",0,"1,167","1,000",0,891,15,6,6,3,43,1,34,7,0,1,"18,778"
12-Jul-17,3358,"3,428",31,9,"2,986","1,219",856,0,0,64,79,67,0,0,50,14,56,50,80,47,170,8,16,40,10,52,53,0,"3,797",240,293,240,269,252,224,274,279,349,200,223,263,230,222,239,"3,055",0,"1,167",999,0,889,15,6,6,3,43,1,34,7,0,1,"18,797"
13-Jul-17,"3,354","3,392",31,8,"2,993","1,218",848,0,0,64,79,64,0,0,51,14,56,49,81,47,168,8,15,39,10,52,51,0,"3,911",240,292,245,368,257,223,272,278,350,199,225,263,237,223,239,"3,075",0,"1,178",999,0,898,15,6,6,3,43,1,34,6,0,2,"18,888"
14-Jul-17,3345,"3,387",31,10,"2,992","1,233",846,0,0,61,75,61,0,0,63,14,53,46,81,47,160,8,15,51,10,51,50,0,"3,804",240,292,244,268,257,222,271,277,350,197,225,262,237,223,239,"3,070",0,"1,176",998,0,896,14,6,5,3,43,1,34,6,0,2,"18,775"
15-Jul-17,3343,"3,384",31,10,"2,992","1,233",846,0,0,61,75,61,0,0,63,14,53,46,81,47,160,8,15,51,10,51,50,0,"3,804",240,292,244,268,257,222,271,277,350,197,225,262,237,223,239,"3,069",0,"1,176",998,0,895,14,6,5,3,43,1,34,6,0,2,"18,769"
16-Jul-17,3343,"3,382",31,10,"2,993","1,233",844,0,0,61,75,60,0,0,63,14,53,46,81,46,160,8,15,51,10,51,50,0,"3,803",240,292,244,267,257,222,271,277,350,197,225,262,237,223,239,"3,067",0,"1,174",998,0,895,14,6,5,3,43,1,34,6,0,2,"18,763"
17-Jul-17,3368,"3,346",30,11,"3,006","1,233",868,0,0,61,80,61,0,0,63,14,56,49,81,46,170,8,15,51,10,52,51,0,"3,816",240,292,248,272,273,222,271,273,343,197,225,262,237,222,239,"3,065",0,"1,174",997,0,894,15,6,6,3,43,1,34,6,0,2,"18,801"
