date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,066","2,107","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,991"
10-Apr-06,"4,416","3,202","1,945","1,875","1,755",91,98,95,94,99,98,98,96,102,92,89,80,221,99,101,100,102,"3,041",293,278,278,280,272,249,280,280,280,279,272,"4,822",967,858,992,128,926,951,12,3,5,4,5,0,"21,073"
11-Apr-06,"4,411","3,214","1,936","1,868","1,752",90,97,95,95,98,99,98,95,101,92,89,80,222,98,101,100,102,"3,052",293,278,280,280,273,250,280,280,280,280,278,"4,828",969,857,993,128,933,948,12,3,5,4,5,5,"21,083"
12-Apr-06,"4,411","3,228","1,948","1,892","1,734",89,95,94,93,94,101,95,96,101,91,89,81,222,97,98,97,101,"3,046",292,278,279,280,272,249,279,280,280,280,277,"4,816",967,856,994,127,932,940,12,3,5,4,5,9,"21,101"
13-Apr-06,"4,434","3,233","1,945","1,885","1,727",89,95,92,93,94,101,93,96,102,91,89,80,221,97,98,96,100,"3,046",291,280,279,280,273,249,277,280,280,280,277,"4,819",968,855,993,126,939,938,12,3,5,4,5,9,"21,115"
14-Apr-06,"4,444","3,213","1,944","1,879","1,717",88,93,89,99,101,99,90,101,101,90,89,75,220,95,95,96,96,"3,044",291,280,279,280,273,250,277,279,279,280,276,"4,805",972,853,992,125,928,935,12,3,5,4,5,34,"21,097"
15-Apr-06,"4,442","3,211","1,942","1,879","1,711",88,93,89,99,100,98,90,101,100,90,88,75,218,95,95,96,96,"3,038",291,280,278,280,273,250,275,278,279,279,275,"4,805",972,853,992,125,928,935,12,3,5,4,5,34,"21,079"
16-Apr-06,"4,441","3,211","1,938","1,879","1,712",88,93,90,99,100,98,90,101,100,90,88,75,218,95,95,96,96,"3,037",291,280,278,280,273,250,275,277,279,279,275,"4,803",972,853,992,125,928,933,12,3,5,4,5,32,"21,070"
17-Apr-06,"4,440","3,214","1,933","1,868","1,735",86,94,91,100,100,99,91,102,99,87,88,85,222,97,97,102,95,"3,047",293,279,280,280,273,249,279,278,278,280,278,"4,817",972,853,994,126,934,938,12,3,5,4,5,8,"21,079"
18-Apr-06,"4,471","3,237","1,930","1,823","1,744",90,94,91,100,101,99,92,102,102,87,87,85,221,96,97,99,101,"3,042",291,279,280,280,272,248,279,277,278,280,278,"4,810",969,852,994,126,933,936,12,3,5,4,5,7,"21,081"
