date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,0,0,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,179"
18-Aug-19,"3,262","3,615",24,0,"2,660","1,288","1,009",0,0,88,284,76,0,45,0,0,0,0,81,45,81,64,140,14,32,0,0,0,59,0,"4,277",299,292,274,309,320,278,312,278,349,274,280,277,165,274,296,"3,177",0,"1,244","1,000",0,933,9,0,6,3,43,6,32,1,0,4,"19,364"
19-Aug-19,"3,259","3,587",24,0,"2,651","1,332","1,026",0,0,97,293,78,0,45,0,0,0,0,73,45,83,65,142,14,32,0,0,0,59,0,"4,285",299,292,274,309,318,278,321,279,348,274,280,278,165,274,296,"3,177",0,"1,246",998,0,933,9,0,6,3,44,8,31,1,0,4,"19,394"
20-Aug-19,"3,263","3,577",24,0,"2,648","1,302","1,019",0,0,96,282,78,0,45,0,0,0,0,74,45,89,63,142,14,32,0,0,0,59,0,"4,297",299,291,274,309,324,278,321,278,349,279,280,277,165,275,298,"3,167",0,"1,241",996,0,930,9,0,6,3,45,9,31,3,0,2,"19,351"
21-Aug-19,"3,277","3,561",24,0,"2,655","1,289","1,025",0,0,95,293,78,0,44,0,0,0,0,84,36,89,61,142,14,30,0,0,0,59,0,"4,304",298,294,274,310,323,278,321,279,348,279,280,277,165,280,298,"3,177",0,"1,247",996,0,934,9,0,6,3,46,9,32,3,0,2,"19,367"
22-Aug-19,"3,270","3,583",25,0,"2,644","1,283","1,018",0,0,85,286,78,0,44,0,0,0,0,94,36,89,61,142,14,30,0,0,0,59,0,"4,284",298,294,279,308,305,278,318,279,347,278,280,277,165,281,297,"3,171",0,"1,245",993,0,933,9,0,6,3,45,0,32,3,0,10,"19,332"
23-Aug-19,"3,278","3,542",26,0,"2,651","1,290","1,024",0,0,77,285,78,0,44,0,0,0,0,102,36,89,61,141,13,41,0,0,0,57,0,"4,336",298,294,278,310,332,278,318,279,349,280,280,276,183,281,300,"3,178",0,"1,252",991,0,935,9,0,6,3,45,0,32,3,0,10,"19,379"
24-Aug-19,"3,277","3,544",26,0,"2,649","1,290","1,023",0,0,77,285,78,0,43,0,0,0,0,102,36,89,61,141,13,41,0,0,0,57,0,"4,336",298,294,278,310,332,278,318,279,349,280,280,276,183,281,300,"3,177",0,"1,251",991,0,935,7,0,6,3,,0,32,3,0,10,"19,329"
25-Aug-19,"3,277","3,547",26,0,"2,648","1,290","1,021",0,0,77,283,78,0,43,0,0,0,0,102,36,89,61,141,13,41,0,0,0,57,0,"4,334",298,294,278,310,331,278,318,279,349,280,280,276,183,280,300,"3,174",0,"1,250",990,0,934,9,0,6,3,45,0,32,3,0,10,"19,371"
26-Aug-19,"3,267","3,553",26,0,"2,655","1,290","1,020",0,0,76,282,77,0,44,0,0,0,0,102,36,89,60,142,13,40,0,0,0,59,0,"4,333",298,294,278,309,330,278,326,277,348,280,280,276,183,277,299,"3,180",0,"1,251",990,0,939,9,0,6,3,45,0,32,3,0,10,"19,378"
27-Aug-19,"3,263","3,580",26,0,"2,664","1,278","1,013",0,0,78,272,77,0,44,0,0,0,0,102,37,89,59,142,13,38,0,0,0,62,0,"4,314",298,294,278,309,328,277,326,276,344,277,278,275,182,273,299,"3,176",0,"1,248",989,0,939,9,0,6,3,45,0,32,3,0,10,"19,368"
28-Aug-19,"3,246","3,599",27,0,"2,656","1,269","1,009",0,0,77,275,77,0,43,0,0,0,0,100,37,88,62,140,13,36,0,0,0,61,0,"4,305",299,294,278,310,327,279,322,274,343,277,276,275,182,272,297,"3,185",0,"1,249",997,0,939,9,0,6,3,41,0,28,3,0,10,"19,346"
29-Aug-19,"3,251","3,577",27,0,"2,656","1,288","1,008",0,0,77,269,76,0,43,0,0,0,0,100,37,88,61,146,14,36,0,0,0,61,0,"4,328",300,294,280,308,334,276,319,278,351,271,278,280,182,278,299,"3,186",0,"1,252",996,0,938,9,0,6,3,41,0,28,3,0,10,"19,371"
30-Aug-19,"3,246","3,587",26,0,"2,652","1,291","1,010",0,0,93,266,76,0,50,0,0,0,0,75,45,88,63,144,14,35,0,0,0,61,0,"4,319",300,294,279,308,338,276,319,278,343,268,278,280,182,278,298,"3,199",0,"1,261","1,000",0,938,9,0,6,3,41,0,28,3,0,10,"19,380"
31-Aug-19,"3,244","3,586",26,0,"2,652","1,291","1,006",0,0,93,262,76,0,50,0,0,0,0,75,45,88,63,144,14,35,0,0,0,61,0,"4,316",300,294,279,308,337,276,319,278,341,268,278,280,182,278,298,"3,198",0,"1,261","1,000",0,937,9,0,6,3,41,0,28,3,0,10,"19,369"
Avg Population,"3,276",3614,24,0,2649,1268,1026,0,0,85,293,79,0,46,0,0,0,0,85,43,85,63,142,14,34,0,0,0,58,0,4303,299,292,276,309,328,277,318,278,347,276,280,278,171,277,298,3180,0,1250,996,0,934,9,0,6,3,37,3,27,2,0,5,19387
