Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,458","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,551"
10-Mar-10,"3,903","3,319","3,090","1,413","1,763",88,100,94,100,100,97,101,81,102,87,93,92,237,102,97,95,97,"2,524",233,224,225,224,219,223,282,223,224,223,224,"5,205",898,"1,260",898,"1,196",953,11,6,3,2,6,13,"21,247"
11-Mar-10,"3,907","3,287","3,086","1,441","1,795",88,101,94,102,100,97,101,95,102,91,92,92,245,101,98,94,102,"2,528",235,224,225,223,219,223,284,224,224,223,224,"5,208",899,"1,261",900,"1,196",952,11,6,3,2,6,14,"21,283"
12-Mar-10,"3,911","3,291","3,095","1,444","1,769",84,101,93,100,97,96,100,93,102,88,93,91,242,99,96,95,99,"2,525",236,223,224,224,212,224,285,224,225,224,224,"5,212",897,"1,263",900,"1,201",951,12,6,4,2,6,34,"21,299"
13-Mar-10,"3,909","3,296","3,091","1,444","1,768",83,101,93,100,97,96,100,93,102,88,93,89,243,99,96,96,99,"2,522",235,221,224,224,212,224,285,224,225,224,224,"5,208",897,"1,260",900,"1,201",950,12,6,4,2,6,32,"21,288"
14-Mar-10,"3,907","3,295","3,092","1,444","1,765",83,101,93,99,95,96,100,93,102,88,93,89,243,99,96,96,99,"2,522",235,221,224,224,212,224,285,224,225,224,224,"5,204",896,"1,259",900,"1,201",948,12,6,4,2,6,32,"21,279"
15-Mar-10,"3,909","3,284","3,096","1,422","1,760",85,98,90,98,95,97,98,92,102,89,93,90,240,99,93,100,101,"2,521",235,223,224,224,212,224,284,223,224,224,224,"5,205",903,"1,257",899,"1,199",947,11,6,3,2,6,15,"21,229"
16-Mar-10,"3,922","3,311","3,100","1,407","1,759",85,97,90,99,95,97,98,92,102,87,93,93,242,102,93,94,100,"2,522",235,223,224,224,215,224,283,223,224,224,223,"5,206",903,"1,257",899,"1,197",950,11,6,3,2,6,15,"21,259"
17-Mar-10,"3,916","3,318","3,111","1,402","1,762",84,94,90,99,95,97,98,92,102,87,93,93,242,101,93,102,100,"2,522",235,223,222,224,215,224,284,223,224,224,224,"5,211",903,"1,262",900,"1,196",950,10,6,2,2,6,6,"21,264"
18-Mar-10,"3,902","3,318","3,107","1,398","1,767",84,93,89,98,100,102,102,92,102,92,91,91,240,99,90,102,100,"2,529",236,224,220,224,219,225,283,224,227,224,223,"5,205",902,"1,265",900,"1,191",947,10,6,2,2,6,10,"21,252"
