Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,155","1,824","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,821"
19-Sep-06,"4,540","3,325","2,074","1,739","1,778",89,98,96,98,101,102,102,98,102,91,92,89,220,98,99,102,101,"3,080",293,280,280,280,275,273,280,280,280,280,279,"4,870",970,857,994,128,947,974,13,5,5,3,5,7,"21,431"
20-Sep-06,"4,537","3,322","2,085","1,776","1,783",92,101,96,98,100,101,102,100,102,92,92,87,220,100,98,101,101,"3,078",292,280,280,280,274,273,279,280,280,280,280,"4,864",972,857,992,127,944,972,14,6,5,3,5,6,"21,470"
21-Sep-06,"4,533","3,363","2,084","1,780","1,784",92,102,95,98,100,101,102,100,101,92,92,87,221,100,99,101,101,"3,076",294,280,278,280,273,273,280,280,279,280,279,"4,859",972,856,993,127,940,971,14,6,5,3,5,7,"21,505"
22-Sep-06,"4,545","3,393","2,082","1,762","1,719",90,100,91,94,97,96,101,93,96,85,89,79,218,97,97,100,96,"3,070",294,278,278,279,273,273,280,280,277,280,278,"4,862",970,856,991,128,948,969,13,6,4,3,5,96,"21,547"
23-Sep-06,"4,537","3,389","2,082","1,762","1,713",90,100,86,94,97,96,101,93,96,85,89,79,217,97,97,100,96,"3,067",293,278,278,278,273,273,280,280,276,280,278,"4,860",969,856,991,128,947,969,13,6,4,3,5,98,"21,526"
24-Sep-06,"4,534","3,388","2,085","1,762","1,712",90,100,86,94,97,96,101,93,96,85,89,78,217,97,97,100,96,"3,064",293,278,278,277,273,272,280,280,276,280,277,"4,857",969,855,991,127,947,968,13,6,4,3,5,101,"21,521"
25-Sep-06,"4,520","3,389","2,084","1,781","1,771",91,102,91,97,99,102,102,101,101,89,91,86,219,98,98,102,102,"3,075",294,278,280,280,274,274,280,279,277,280,279,"4,868",969,855,995,128,947,974,15,6,6,3,5,6,"21,514"
26-Sep-06,"4,531","3,353","2,101","1,785","1,761",91,102,91,98,99,102,102,100,100,92,87,86,218,95,96,100,102,"3,082",294,279,280,280,274,275,280,280,281,280,279,"4,865",969,855,994,128,945,974,14,6,5,3,5,4,"21,501"
27-Sep-06,"4,529","3,366","2,097","1,783","1,774",91,102,92,102,102,102,102,100,98,92,87,87,220,96,101,99,101,"3,078",292,280,279,280,274,273,280,280,280,280,280,"4,867",969,857,993,128,946,974,15,6,6,3,5,4,"21,518"
