date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"3,356","3,449","3,204","1,608","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,222"
10-Feb-11,"3,200","3,168","3,173","1,690","1,415",64,73,75,84,70,82,82,76,87,74,70,67,188,88,79,83,73,"3,019",234,224,247,224,224,222,224,282,225,225,224,224,240,"5,219",902,"1,360",919,"1,151",887,10,4,5,1,5,7,"20,906"
11-Feb-11,"3,194","3,186","3,167","1,718","1,357",59,69,70,80,66,80,74,71,82,76,68,67,189,82,74,80,70,"3,015",234,224,246,225,224,216,224,284,225,225,224,224,240,"5,184",901,"1,360",918,"1,121",884,8,4,4,0,5,61,"20,895"
12-Feb-11,"3,191","3,184","3,163","1,718","1,356",59,69,70,80,66,80,74,71,82,76,68,67,188,82,74,80,70,"3,010",234,224,244,224,224,215,224,284,225,225,224,223,240,"5,182",901,"1,359",918,"1,120",884,8,4,4,0,5,63,"20,880"
13-Feb-11,"3,188","3,182","3,162","1,718","1,356",59,69,70,80,66,80,73,71,82,76,68,67,189,82,74,80,70,"3,010",234,224,244,224,224,215,224,284,225,225,224,223,240,"5,179",901,"1,357",917,"1,120",884,8,4,4,0,5,65,"20,873"
14-Feb-11,"3,183","3,184","3,169","1,738","1,410",63,73,73,86,69,83,76,74,84,79,70,67,187,85,79,89,73,"3,010",235,223,242,224,222,219,224,283,225,225,224,224,240,"5,179",900,"1,357",917,"1,121",884,8,4,4,0,5,12,"20,898"
15-Feb-11,"3,197","3,196","3,173","1,745","1,405",63,69,72,86,69,86,76,73,89,79,70,67,187,81,78,87,73,"3,015",235,224,242,224,224,219,224,284,225,225,224,224,241,"5,184",898,"1,361",916,"1,122",887,8,4,4,0,5,14,"20,942"
16-Feb-11,"3,203","3,189","3,190","1,723","1,402",63,69,76,84,68,86,75,73,88,77,71,66,183,81,77,86,79,"3,009",235,221,242,224,223,219,225,284,225,225,224,222,240,"5,186",900,"1,362",915,"1,123",886,8,4,4,0,5,14,"20,929"
17-Feb-11,"3,207","3,199","3,186","1,705","1,417",63,76,76,84,67,83,73,76,86,77,73,69,188,84,77,86,79,"3,021",235,224,250,223,223,219,225,284,225,225,224,222,242,"5,187",898,"1,362",924,"1,120",883,8,4,4,0,5,13,"20,948"
18-Feb-11,"3,216","3,198","3,182","1,701","1,389",58,75,73,84,65,80,71,77,84,73,73,70,183,80,75,83,85,"3,018",235,223,250,221,224,219,225,284,225,224,224,224,240,"5,201",898,"1,362",924,"1,131",886,7,3,4,0,5,49,"20,966"
