Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,730","3,219","2,306","2,240","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,998",294,250,280,280,274,250,280,280,280,280,250,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,431"
1-Sep-05,"4,339","3,089","2,180","1,680","1,688",88,99,87,90,96,99,95,95,101,92,70,77,224,89,100,97,89,"2,950",291,250,249,278,271,250,278,280,275,278,250,"4,848",968,869,992,126,920,973,12,4,6,2,5,3,"20,794"
2-Sep-05,"4,338","3,089","2,179","1,722","1,688",88,99,87,90,96,99,94,96,101,92,70,77,224,89,100,97,89,"2,944",291,246,248,278,270,250,278,280,275,278,250,"4,847",968,868,992,126,920,973,12,4,6,2,5,3,"20,827"
3-Sep-05,"4,339","3,088","2,177","1,722","1,686",87,98,88,90,96,99,94,96,100,92,70,77,224,89,100,97,89,"2,943",291,246,248,278,270,250,278,279,275,278,250,"4,846",967,868,992,126,920,973,12,4,6,2,5,4,"20,822"
4-Sep-05,"4,338","3,089","2,176","1,722","1,684",87,98,88,90,96,99,94,96,100,92,70,77,224,89,99,97,88,"2,942",291,246,248,278,269,250,278,279,275,278,250,"4,842",966,868,992,126,919,971,12,4,6,2,5,5,"20,815"
5-Sep-05,"4,338","3,088","2,173","1,722","1,682",87,98,87,90,96,99,94,96,99,92,70,77,224,89,99,97,88,"2,942",291,246,248,278,269,250,278,279,275,278,250,"4,842",966,868,992,126,919,971,12,4,6,2,5,6,"20,810"
6-Sep-05,"4,339","3,087","2,231","1,718","1,619",85,98,87,111,0,114,94,96,98,92,70,77,224,89,99,97,88,"2,939",291,245,248,278,268,250,278,279,275,278,249,"4,838",965,868,991,126,918,970,12,4,6,2,5,6,"20,794"
7-Sep-05,"4,337","3,100","2,230","1,729","1,619",85,98,87,111,0,115,94,96,98,92,70,77,224,89,99,96,88,"2,935",289,245,248,277,268,250,278,278,275,278,249,"4,833",964,867,990,126,916,970,12,4,6,2,5,5,"20,805"
8-Sep-05,"4,336","3,140","2,229","1,732","1,611",85,97,87,110,0,113,91,95,99,92,70,77,224,89,99,96,87,"2,936",289,245,247,277,268,250,278,278,275,280,249,"4,830",962,866,990,126,913,973,12,4,6,2,5,4,"20,835"
9-Sep-05,"4,344","3,143","2,225","1,707","1,597",85,97,87,106,0,113,88,95,96,92,69,77,221,90,99,94,88,"2,954",287,248,254,279,274,250,278,280,275,280,249,"4,856",968,872,984,128,924,980,12,4,6,2,5,8,"20,851"
10-Sep-05,"4,340","3,148","2,225","1,707","1,589",84,97,87,106,0,113,88,95,96,85,69,77,221,90,99,94,88,"2,954",287,248,254,279,274,250,278,280,275,280,249,"4,853",967,872,984,128,923,979,12,4,6,2,5,8,"20,841"
11-Sep-05,"4,337","3,150","2,225","1,707","1,589",84,97,87,106,0,113,88,95,96,85,69,77,221,90,99,94,88,"2,952",287,248,253,279,274,250,277,280,275,280,249,"4,853",967,872,984,128,923,979,12,4,6,2,5,5,"20,835"
12-Sep-05,"4,328","3,167","2,191","1,689","1,648",88,98,86,106,73,98,87,95,96,84,68,77,224,90,99,94,85,"2,942",288,248,249,279,274,249,277,279,275,280,244,"4,875",966,871,995,128,921,994,12,4,6,2,5,5,"20,862"
13-Sep-05,"4,357","3,162","2,184","1,669","1,641",85,96,86,84,94,97,85,97,99,81,70,77,224,86,99,92,89,"2,936",288,248,249,279,272,249,276,279,275,279,242,"4,864",967,871,994,128,920,984,12,4,6,2,5,6,"20,836"
