date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,395","1,786","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,116"
10-Dec-06,"4,477","3,376","2,320","1,826","1,773",92,101,95,102,100,100,101,100,100,92,86,89,213,100,101,102,99,"3,072",291,278,278,280,275,273,280,279,279,279,280,"4,867",970,858,995,128,948,968,12,4,5,3,5,2,"21,730"
11-Dec-06,"4,499","3,367","2,320","1,835","1,773",92,100,96,102,100,100,101,101,99,92,86,89,213,100,101,102,99,"3,076",292,279,280,279,274,273,280,280,280,279,280,"4,866",969,858,994,128,949,968,12,4,5,3,5,2,"21,755"
12-Dec-06,"4,504","3,397","2,336","1,833","1,769",92,101,96,102,100,101,101,101,98,92,86,88,213,100,100,101,97,"3,078",293,280,280,280,273,273,280,280,280,279,280,"4,867",970,860,995,128,947,967,12,4,5,3,5,3,"21,804"
13-Dec-06,"4,514","3,362","2,332","1,850","1,762",91,99,95,101,102,100,100,98,101,92,86,87,212,101,99,101,97,"3,072",294,278,278,279,274,273,280,279,280,278,279,"4,870",969,858,994,128,954,967,13,4,6,3,5,3,"21,783"
14-Dec-06,"4,509","3,381","2,329","1,836","1,754",91,96,95,100,99,97,99,99,101,92,92,87,209,101,98,101,97,"3,076",294,277,278,280,275,273,280,280,280,279,280,"4,868",969,857,994,128,953,967,13,4,6,3,5,5,"21,776"
15-Dec-06,"4,515","3,387","2,288","1,824","1,750",91,95,94,102,98,97,98,96,101,92,92,89,209,100,98,101,97,"3,078",294,279,279,279,274,274,280,280,280,279,280,"4,873",969,857,994,128,953,972,13,4,6,3,5,3,"21,736"
16-Dec-06,"4,508","3,383","2,284","1,824","1,749",91,95,94,102,98,97,98,96,101,92,92,88,209,100,98,101,97,"3,075",294,279,278,279,274,273,280,280,280,279,279,"4,871",968,857,994,128,953,971,13,4,6,3,5,4,"21,716"
17-Dec-06,"4,508","3,381","2,284","1,824","1,742",90,94,93,102,98,97,98,96,101,92,91,88,208,99,98,101,96,"3,073",294,279,278,279,274,273,280,280,278,279,279,"4,868",968,857,993,128,953,969,13,4,6,3,5,4,"21,702"
18-Dec-06,"4,494","3,387","2,295","1,801","1,760",90,100,93,102,98,97,96,100,101,92,91,89,208,99,102,101,101,"3,077",294,279,279,280,273,274,280,280,280,279,279,"4,870",970,857,994,128,952,969,13,4,6,3,5,5,"21,707"
