date_raw,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County (opened on May 10th),Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta (Closed),East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,TOTALS
Capacity,"5,711","3,099","2,214","2,121","1,350",75,75,75,75,75,75,75,75,75,75,75,75,150,75,75,75,75,"2,750",250,250,250,250,250,250,250,250,250,250,250,"3,750",0,"1,000","1,000",750,"1,000",24,6,12,6,6,"21,025"
27-Jan-03,"5,566","3,046","2,114","1,928","1,274",72,73,74,72,72,72,72,71,75,72,57,59,144,75,71,70,73,"2,474",224,225,225,226,226,224,224,225,226,224,225,"3,411",0,718,990,720,983,13,6,5,2,6,"19,832"
28-Jan-03,"5,558","3,056","2,106","1,949","1,269",72,73,73,72,72,72,72,71,75,72,55,59,142,75,72,70,72,"2,474",224,225,226,226,225,224,224,225,225,226,224,"3,407",0,718,988,719,982,13,6,5,2,6,"19,838"
29-Jan-03,"5,542","3,062","2,082","1,982","1,281",72,74,73,75,72,75,71,72,75,72,55,63,142,75,68,74,73,"2,482",224,227,226,226,226,225,225,226,225,226,226,"3,415",0,718,990,722,985,13,6,5,2,6,"19,865"
30-Jan-03,"5,533","3,062","2,085","1,999","1,277",71,73,73,75,74,75,70,72,73,73,55,63,140,75,68,74,73,"2,478",224,227,226,225,224,224,225,226,225,226,226,"3,406",0,718,989,720,979,13,6,5,2,6,"19,859"
31-Jan-03,"5,515","3,063","2,073","2,024","1,246",67,69,74,71,74,74,69,72,72,69,50,62,140,74,64,74,71,"2,477",224,227,226,224,224,226,225,226,224,225,226,"3,408",0,729,984,718,977,13,6,5,2,6,"19,825"
