Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"4,648","3,665",42,"3,282","2,020","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,5000,"1,500","1,000","1,500","1,000",16,6,6,4,"24,959"
11-May-14,"3,280","2,802",39,"3,204","1,851","1,156",85,45,46,66,57,49,40,56,62,77,86,69,194,99,46,44,35,"4,393",296,369,277,297,280,275,273,279,350,280,279,280,286,276,296,4338,"1,196",998,"1,268",876,9,2,5,2,"21,072"
12-May-14,"3,292","2,791",39,"3,217","1,842","1,171",85,45,51,66,59,51,40,56,62,77,83,70,196,101,46,45,38,"4,403",296,369,277,296,279,280,273,279,354,280,279,282,286,278,295,4338,"1,197",997,"1,264",880,9,2,5,2,"21,102"
13-May-14,"3,290","2,785",39,"3,210","1,854","1,169",85,45,51,67,58,50,40,56,62,75,83,72,196,100,46,45,38,"4,414",296,369,280,300,280,279,273,279,354,280,279,282,286,277,300,4340,"1,198",998,"1,264",880,9,2,5,2,"21,110"
14-May-14,"3,285","2,817",39,"3,214","1,874","1,173",90,44,51,67,58,50,40,56,61,75,83,72,196,99,46,47,38,"4,400",299,369,279,299,279,279,272,279,353,277,279,282,284,271,299,4338,"1,197",998,"1,264",879,9,2,5,2,"21,149"
15-May-14,"3,297","2,739",39,"3,215","1,885","1,171",89,46,53,64,58,49,45,55,61,71,82,71,192,97,47,46,45,"4,391",296,369,275,299,277,279,272,279,350,280,279,281,282,273,300,4341,"1,192",998,"1,270",881,9,2,5,2,"21,087"
16-May-14,"3,305","2,729",39,"3,208","1,864","1,148",92,46,51,60,57,46,42,55,59,70,81,66,186,97,50,46,44,"4,395",296,369,275,300,280,279,272,279,350,280,278,281,282,275,299,4339,"1,196",1000,"1,262",881,10,2,5,3,"21,037"
17-May-14,"3,302","2,730",39,"3,210","1,859","1,147",92,46,51,60,57,46,42,55,59,70,81,66,185,97,50,46,44,"4,393",296,369,275,300,280,279,272,279,350,279,278,281,282,274,299,4338,"1,195",1000,"1,262",881,12,4,5,3,"21,030"
18-May-14,"3,302","2,729",39,"3,208","1,859","1,147",92,46,51,60,57,46,42,55,59,70,81,66,185,97,50,46,44,"4,388",296,368,274,300,280,279,272,279,350,279,278,281,280,274,298,4336,"1,194","1,000","1,261",881,12,4,5,3,"21,020"
19-May-14,"3,285","2,782",39,"3,200","1,798","1,147",89,44,51,62,61,48,46,53,57,69,79,66,190,98,46,44,44,"4,404",300,366,280,298,278,280,274,281,355,277,280,281,278,277,299,4336,"1,195",1000,"1,263",878,13,5,5,3,"21,004"
20-May-14,"3,297","2,768",39,"3,193","1,814","1,148",89,44,51,62,60,48,46,53,57,69,81,67,191,94,47,45,44,"4,392",300,365,272,300,278,280,274,281,353,277,277,281,278,277,299,4331,"1,193",1000,"1,262",876,13,5,5,3,"20,995"
21-May-14,"3,285","2,782",39,"3,200","1,798","1,147",89,44,51,62,61,48,46,53,57,69,79,66,190,98,46,44,44,"4,401",299,365,279,298,278,280,274,281,355,277,280,281,278,277,299,4336,"1,195",1000,"1,263",878,13,5,5,3,"21,001"
