date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,425","2,784","1,787","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,550"
10-Jul-07,"4,491","3,369","2,616","1,818","1,785",92,102,95,100,101,101,100,101,102,92,90,86,224,99,101,99,100,"3,069",294,279,273,280,273,274,280,279,279,278,280,"4,894",970,874,995,128,952,975,12,3,6,3,5,12,"22,071"
11-Jul-07,"4,497","3,390","2,612","1,830","1,786",92,102,95,101,102,101,100,101,102,92,87,86,223,102,101,99,100,"3,071",293,280,276,279,275,274,280,277,279,279,279,"4,882",968,871,995,128,948,972,12,3,6,3,5,12,"22,097"
12-Jul-07,"4,487","3,415","2,625","1,807","1,780",92,102,95,98,101,102,96,101,102,92,86,89,223,101,101,100,99,"3,063",292,278,275,279,275,273,278,276,279,279,279,"4,889",969,873,996,127,951,973,12,3,6,3,5,11,"22,094"
13-Jul-07,"4,484","3,417","2,604","1,817","1,672",82,91,93,89,94,92,87,97,97,85,87,83,210,98,95,97,95,"3,065",293,276,275,277,275,273,279,280,280,279,278,"4,883",964,871,995,127,953,973,11,3,6,2,5,115,"22,073"
14-Jul-07,"4,480","3,413","2,604","1,817","1,670",82,91,93,89,94,92,87,97,97,84,86,83,210,98,95,97,95,"3,061",292,276,274,276,275,273,279,280,280,278,278,"4,883",964,871,995,127,953,973,11,3,6,2,5,115,"22,059"
15-Jul-07,"4,478","3,412","2,603","1,817","1,671",82,91,93,89,94,93,87,97,97,84,86,83,210,98,95,97,95,"3,059",291,276,274,276,275,273,279,280,280,277,278,"4,881",964,871,995,127,951,973,12,3,6,3,5,113,"22,051"
16-Jul-07,"4,470","3,420","2,612","1,823","1,779",92,101,96,98,100,102,101,99,100,91,89,89,219,101,101,101,99,"3,061",293,276,272,276,275,274,280,280,280,277,278,"4,875",962,871,993,128,951,970,12,3,6,3,5,7,"22,064"
17-Jul-07,"4,455","3,430","2,621","1,814","1,783",92,101,95,102,99,102,100,99,102,91,90,91,219,101,100,101,98,"3,064",294,280,270,275,273,274,280,280,279,279,280,"4,880",959,872,995,128,954,972,12,3,6,3,5,8,"22,072"
18-Jul-07,"4,450","3,455","2,619","1,802","1,786",92,102,96,101,101,102,100,99,101,91,90,90,219,101,99,101,101,"3,051",294,280,274,279,270,270,279,276,276,278,275,"4,895",969,873,995,128,953,977,12,3,6,3,5,10,"22,085"
