date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,645","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,971"
19-Jun-08,"4,220","3,722","3,139","1,961","1,818",92,102,94,101,102,102,100,101,101,92,90,90,248,101,101,100,101,"3,086",293,280,280,280,274,281,280,279,279,280,280,"4,816",970,897,"1,000",0,960,989,12,5,4,3,6,9,"22,789"
20-Jun-08,"4,214","3,751","3,126","1,947","1,756",86,97,92,97,101,100,95,96,96,88,87,87,245,93,99,98,99,"3,087",294,279,279,280,274,281,280,280,280,280,280,"4,805",967,896,999,0,957,986,12,5,4,3,6,63,"22,767"
21-Jun-08,"4,213","3,750","3,125","1,947","1,756",86,97,92,97,101,100,95,96,96,88,87,87,245,93,99,98,99,"3,085",294,278,279,280,274,280,280,280,280,280,280,"4,801",966,896,998,0,956,985,12,5,4,3,6,62,"22,757"
22-Jun-08,"4,213","3,751","3,123","1,947","1,755",86,97,92,97,101,100,94,96,96,88,87,87,245,93,99,98,99,"3,083",294,277,279,280,274,279,280,280,280,280,280,"4,801",966,896,998,0,956,985,12,5,4,3,6,62,"22,753"
23-Jun-08,"4,212","3,747","3,130","1,965","1,801",92,102,94,102,99,101,99,100,99,91,89,90,249,97,101,98,98,"3,083",290,279,279,280,274,280,280,281,280,280,280,"4,804",966,898,"1,000",0,954,986,12,5,4,3,6,7,"22,767"
24-Jun-08,"4,207","3,742","3,146","1,961","1,801",92,101,96,99,99,102,99,100,100,91,89,89,248,100,101,98,97,"3,087",294,280,280,280,274,279,280,281,280,279,280,"4,807",969,899,"1,000",0,956,983,12,5,4,3,6,7,"22,776"
25-Jun-08,"4,210","3,761","3,145","1,954","1,807",92,101,96,98,99,102,102,99,100,91,89,88,249,100,100,100,101,"3,082",294,279,280,280,274,278,279,281,280,277,280,"4,804",970,896,999,0,953,986,12,5,4,3,6,8,"22,789"
26-Jun-08,"4,210","3,782","3,145","1,961","1,801",92,100,95,98,99,102,102,99,99,91,89,89,250,100,100,98,98,"3,082",293,279,280,280,274,278,280,280,280,278,280,"4,810",971,896,"1,000",0,956,987,12,5,4,3,6,7,"22,816"
27-Jun-08,"4,208","3,791","3,141","1,958","1,752",83,100,93,96,95,98,100,98,101,85,84,88,242,98,96,97,98,"3,084",294,279,279,280,275,278,280,279,280,280,280,"4,811",973,898,"1,000",0,954,986,12,5,4,3,6,59,"22,822"
