Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,662","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,988"
1-Mar-08,"4,219","3,546","3,100","1,961","1,732",88,102,85,98,100,92,90,91,96,87,84,89,249,99,93,90,99,"3,072",293,280,277,279,269,281,280,278,277,280,278,"4,775",970,874,999,0,940,992,13,5,5,3,5,51,"22,474"
2-Mar-08,"4,213","3,543","3,101","1,961","1,730",88,102,85,98,100,92,90,91,96,87,83,89,248,99,93,90,99,"3,070",293,280,276,279,269,281,280,277,277,280,278,"4,775",970,874,999,0,940,992,13,5,5,3,5,52,"22,463"
3-Mar-08,"4,197","3,547","3,118","1,974","1,780",91,102,89,95,100,98,91,101,99,90,83,92,254,102,101,91,101,"3,074",291,280,275,279,269,281,280,281,280,280,278,"4,783",968,876,999,0,945,995,13,5,5,3,5,3,"22,494"
4-Mar-08,"4,211","3,565","3,102","1,933","1,781",92,97,94,95,100,97,91,101,98,90,86,91,256,102,100,90,101,"3,082",293,280,280,279,273,281,280,281,279,277,279,"4,783",970,876,999,0,945,993,14,5,6,3,5,3,"22,479"
5-Mar-08,"4,207","3,592","3,076","1,953","1,789",92,97,94,95,100,97,102,101,98,90,86,90,254,102,100,90,101,"3,085",294,279,279,280,274,282,280,281,279,279,278,"4,785",968,881,999,0,946,991,14,5,6,3,5,6,"22,512"
6-Mar-08,"4,202","3,579","3,093","1,984","1,796",92,97,96,101,101,97,102,102,98,90,85,88,255,102,100,90,100,"3,079",294,276,276,280,274,281,280,280,279,280,279,"4,786",970,884,999,0,942,991,14,5,6,3,5,5,"22,543"
7-Mar-08,"4,212","3,579","3,061","1,957","1,761",89,90,95,102,100,101,100,98,97,86,82,84,251,100,98,91,97,"3,081",294,278,277,280,274,281,280,279,279,280,279,"4,795",970,884,999,0,950,992,14,5,6,3,5,48,"22,513"
8-Mar-08,"4,208","3,574","3,058","1,957","1,758",89,90,95,102,100,101,100,98,97,86,82,84,250,100,97,91,96,"3,078",293,278,277,280,273,281,280,279,279,279,279,"4,793",969,884,998,0,950,992,14,5,6,3,5,48,"22,493"
9-Mar-08,"4,209","3,572","3,056","1,957","1,756",89,90,95,102,100,100,100,98,97,86,82,84,250,100,96,91,96,"3,078",293,278,277,280,273,281,280,279,279,279,279,"4,793",969,884,998,0,950,992,14,5,6,3,5,48,"22,488"
