date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,515","3,124","1,589","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,685"
1-Nov-07,"4,384","3,505","2,976","1,803","1,778",91,102,94,101,100,99,99,98,98,91,91,88,225,100,100,101,100,"3,078",294,281,276,279,273,278,280,278,280,279,280,"4,792",970,889,994,0,944,995,13,5,5,3,5,9,"22,343"
2-Nov-07,"4,375","3,482","2,984","1,812","1,764",90,96,93,102,100,98,98,96,102,89,89,91,224,96,100,98,102,"3,087",293,281,280,280,274,280,280,280,280,279,280,"4,798",974,887,994,0,946,997,13,5,5,3,5,37,"22,357"
3-Nov-07,"4,376","3,481","2,983","1,812","1,756",86,96,93,102,100,97,98,96,102,89,89,90,223,96,100,98,101,"3,083",292,281,280,279,273,280,280,280,280,278,280,"4,796",973,887,994,0,946,996,13,5,5,3,5,39,"22,344"
4-Nov-07,"4,371","3,478","2,980","1,812","1,755",86,96,93,102,100,97,98,96,102,88,89,90,224,96,99,98,101,"3,081",292,280,280,279,272,280,280,280,280,278,280,"4,795",973,887,993,0,946,996,13,5,5,3,5,40,"22,330"
5-Nov-07,"4,373","3,484","2,987","1,785","1,795",87,101,94,101,101,99,102,97,101,91,90,90,240,100,100,100,101,"3,082",291,281,280,280,273,280,280,279,280,278,280,"4,795",974,889,995,0,943,994,13,5,5,3,5,9,"22,328"
6-Nov-07,"4,374","3,490","3,001","1,764","1,801",92,101,93,101,101,99,100,102,101,92,90,90,241,100,99,100,99,"3,088",294,281,280,280,274,280,280,280,280,279,280,"4,799",974,889,995,0,945,996,13,5,5,3,5,6,"22,341"
7-Nov-07,"4,380","3,479","3,005","1,780","1,797",92,101,92,100,101,99,100,102,100,92,89,91,242,101,101,99,95,"3,080",296,280,280,280,269,279,277,280,280,279,280,"4,797",973,889,995,0,945,995,13,5,5,3,5,8,"22,344"
8-Nov-07,"4,399","3,486","3,008","1,776","1,799",92,101,92,100,101,99,102,102,99,92,88,90,241,100,101,99,100,"3,080",295,279,278,280,270,280,279,280,280,279,280,"4,793",970,889,995,0,949,990,13,5,5,3,5,10,"22,369"
9-Nov-07,"4,398","3,493","3,010","1,765","1,764",82,96,95,97,100,96,100,101,99,91,90,85,236,98,101,98,99,"3,079",295,280,278,279,270,279,279,280,280,279,280,"4,786",969,890,992,0,942,993,13,5,5,3,5,47,"22,360"
