date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,075","1,953","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,846"
10-Jul-06,"4,427","3,268","2,025","1,745","1,775",91,99,96,99,101,98,102,101,101,90,83,88,224,98,102,102,100,"3,043",289,277,280,278,272,250,279,281,278,279,280,"4,862",960,865,995,128,947,967,11,3,5,3,5,5,"21,166"
11-Jul-06,"4,417","3,270","2,033","1,730","1,775",91,99,95,98,101,98,102,101,102,90,84,87,224,100,101,102,100,"3,055",294,280,279,279,273,250,280,281,279,280,280,"4,853",959,865,994,128,945,962,11,3,5,3,5,1,"21,150"
12-Jul-06,"4,454","3,274","2,016","1,756","1,768",90,98,96,97,98,99,102,99,102,90,83,86,225,99,102,102,100,"3,042",293,279,277,279,268,250,280,280,278,279,279,"4,867",970,866,994,128,942,967,12,4,5,3,5,1,"21,195"
13-Jul-06,"4,456","3,268","2,028","1,724","1,766",90,98,96,97,97,98,102,100,102,89,83,85,224,101,102,102,100,"3,044",293,279,273,280,273,249,280,280,279,279,279,"4,878",971,869,994,128,949,967,13,4,6,3,5,2,"21,184"
14-Jul-06,"4,478","3,247","2,020","1,705","1,737",83,97,93,94,97,97,100,100,100,90,85,85,225,98,99,97,97,"3,045",294,279,272,278,274,249,280,280,279,280,280,"4,879",970,866,993,128,952,970,12,4,5,3,5,27,"21,155"
15-Jul-06,"4,476","3,243","2,019","1,705","1,732",84,97,93,94,96,97,100,99,100,89,84,85,224,98,98,97,97,"3,044",294,279,272,278,274,249,280,280,278,280,280,"4,875",969,866,992,128,950,970,12,4,5,3,5,27,"21,138"
16-Jul-06,"4,471","3,244","2,018","1,705","1,731",84,97,93,94,96,97,100,99,100,89,83,85,224,98,98,97,97,"3,043",294,278,272,278,274,249,280,280,278,280,280,"4,875",969,866,992,128,950,970,12,4,5,3,5,28,"21,132"
17-Jul-06,"4,468","3,252","2,021","1,691","1,747",90,102,92,94,94,95,102,98,101,90,85,83,227,96,99,99,100,"3,041",294,281,277,275,274,246,278,279,277,280,280,"4,883",974,866,995,127,951,970,13,4,6,3,5,3,"21,124"
18-Jul-06,"4,468","3,263","2,021","1,679","1,760",92,101,95,98,93,101,100,101,97,90,85,83,225,102,99,99,99,"3,046",294,280,280,277,274,247,280,280,279,279,276,"4,884",973,866,995,127,951,972,13,4,6,3,5,2,"21,141"
