Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,066","2,107","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,991"
19-Apr-06,"4,481","3,256","1,932","1,790","1,750",90,99,92,100,101,100,91,101,99,85,91,85,222,97,99,97,101,"3,036",288,279,279,280,269,247,279,279,278,280,278,"4,812",968,852,992,126,931,943,12,3,5,4,5,6,"21,080"
20-Apr-06,"4,468","3,263","1,939","1,786","1,760",90,101,96,100,101,100,91,101,99,86,91,85,224,96,101,97,101,"3,047",294,279,279,279,274,250,279,278,276,280,279,"4,805",966,852,990,126,929,942,12,3,5,4,5,5,"21,090"
21-Apr-06,"4,485","3,237","1,931","1,813","1,763",88,101,95,98,102,96,97,102,101,92,86,90,224,94,101,97,99,"3,043",294,279,277,278,273,250,279,279,276,279,279,"4,809",964,853,990,126,934,942,12,3,5,4,5,19,"21,117"
22-Apr-06,"4,481","3,234","1,930","1,813","1,756",88,100,95,97,102,96,97,102,101,92,85,90,221,94,101,97,98,"3,042",294,279,277,278,273,250,279,279,275,279,279,"4,807",964,853,990,126,934,940,12,3,5,4,5,20,"21,100"
23-Apr-06,"4,480","3,233","1,930","1,813","1,757",88,100,96,97,102,96,97,102,101,92,84,90,222,94,101,97,98,"3,041",294,279,276,278,273,250,279,279,275,279,279,"4,806",964,852,990,126,934,940,12,3,5,4,5,20,"21,097"
24-Apr-06,"4,473","3,231","1,927","1,818","1,764",89,98,96,99,102,96,99,102,101,92,88,89,222,96,101,94,100,"3,040",293,279,276,278,273,250,279,279,275,279,279,"4,803",964,852,990,126,931,940,12,3,5,4,5,4,"21,077"
25-Apr-06,"4,472","3,259","1,944","1,779","1,759",89,98,96,100,102,95,96,102,101,92,85,89,222,95,101,98,98,"3,038",292,279,275,278,272,250,279,278,279,278,278,"4,784",963,850,989,126,926,930,12,3,5,4,5,3,"21,055"
26-Apr-06,"4,474","3,267","1,930","1,758","1,775",89,97,92,99,102,102,99,102,101,92,86,90,225,99,100,98,102,"3,039",292,280,279,278,274,249,280,279,279,271,278,"4,786",960,851,993,126,924,932,12,3,5,4,5,4,"21,050"
27-Apr-06,"4,471","3,289","1,935","1,725","1,793",92,102,96,102,102,102,102,102,102,92,87,90,225,99,100,98,100,"3,045",293,278,278,280,273,248,280,279,279,280,277,"4,799",959,851,993,126,937,933,12,3,5,4,5,5,"21,079"
