date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,539","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,232"
10-Oct-10,"3,247","3,112","3,151","1,637","1,497",65,79,73,90,81,76,85,76,96,85,79,75,217,82,80,61,97,"2,992",233,223,236,223,222,220,222,281,224,224,222,221,241,"5,306",898,"1,358",910,"1,193",947,9,4,3,2,5,43,"20,999"
11-Oct-10,"3,252","3,124","3,149","1,646","1,522",68,81,73,91,83,79,86,79,97,87,82,75,216,82,81,65,97,"2,998",234,223,236,224,224,219,222,283,224,224,222,223,240,"5,313",901,"1,356",910,"1,193",953,10,5,3,2,5,12,"21,031"
12-Oct-10,"3,252","3,122","3,165","1,638","1,518",68,81,73,91,81,79,85,78,96,85,82,75,219,83,81,64,97,"3,004",235,223,236,224,224,218,224,284,225,224,223,224,240,"5,314",901,"1,355",910,"1,197",951,10,5,3,2,5,13,"21,041"
13-Oct-10,"3,252","3,139","3,175","1,612","1,515",68,81,73,92,83,79,86,77,96,85,83,74,217,82,81,63,95,"3,001",235,223,235,224,224,218,223,283,225,224,223,224,240,"5,320",905,"1,358",934,"1,200",923,10,5,3,2,5,16,"21,045"
14-Oct-10,"3,255","3,148","3,175","1,606","1,523",68,81,73,92,81,78,86,77,93,89,83,75,216,85,81,71,94,"3,008",235,224,239,223,224,219,223,284,225,224,224,224,240,"5,312",904,"1,360",933,"1,193",922,10,5,3,2,5,13,"21,055"
15-Oct-10,"3,236","3,130","3,177","1,617","1,502",69,81,71,90,79,76,84,80,95,88,82,64,214,80,83,69,97,"3,006",235,224,239,223,224,219,224,283,225,224,224,223,239,"5,339",903,"1,363",957,"1,199",917,10,5,3,2,5,38,"21,060"
16-Oct-10,"3,234","3,132","3,178","1,617","1,502",69,81,71,90,79,76,84,80,95,88,82,64,214,80,83,69,97,"3,006",235,224,239,223,224,219,224,283,225,224,224,223,239,"5,337",901,"1,363",957,"1,199",917,10,5,3,2,5,37,"21,058"
17-Oct-10,"3,232","3,133","3,181","1,617","1,498",69,81,71,90,76,76,84,79,95,88,82,64,214,80,83,69,97,"3,005",235,224,239,223,224,219,224,283,224,224,224,223,239,"5,334",900,"1,363",956,"1,199",916,10,5,3,2,5,36,"21,051"
18-Oct-10,"3,255","3,130","3,178","1,639","1,514",74,83,71,91,77,75,85,79,93,88,82,64,218,85,83,70,96,"3,007",236,223,239,224,224,219,224,283,225,224,223,223,240,"5,330",902,"1,364",955,"1,194",915,10,5,3,2,5,7,"21,075"
