date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,404","1,744","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,083"
19-Jan-07,"4,473","3,350","2,281","1,886","1,658",80,92,91,101,91,87,91,96,97,79,88,82,209,98,96,92,88,"3,065",294,279,278,280,273,274,275,276,280,277,279,"4,847",970,854,993,128,941,961,11,2,6,3,5,97,"21,673"
20-Jan-07,"4,465","3,349","2,281","1,886","1,657",80,92,91,101,91,87,91,96,97,79,88,82,209,98,96,91,88,"3,061",293,279,277,279,273,274,275,276,280,276,279,"4,843",969,854,991,128,941,960,11,2,6,3,5,96,"21,654"
21-Jan-07,"4,462","3,351","2,281","1,886","1,655",80,92,90,101,91,87,91,96,97,79,87,82,209,98,96,91,88,"3,060",293,279,277,279,273,274,275,276,279,276,279,"4,842",968,854,991,128,941,960,11,2,6,3,5,96,"21,649"
22-Jan-07,"4,480","3,349","2,260","1,875","1,741",90,101,93,102,99,96,94,102,102,88,90,88,208,100,101,93,94,"3,072",293,278,280,279,273,273,279,280,279,280,278,"4,853",968,854,995,128,949,959,12,3,6,3,5,8,"21,655"
23-Jan-07,"4,477","3,355","2,261","1,868","1,748",92,101,93,102,99,95,102,101,100,91,88,88,206,101,99,92,98,"3,056",293,277,278,280,273,265,277,280,277,280,276,"4,851",968,852,994,128,947,962,12,3,6,3,5,8,"21,641"
24-Jan-07,"4,500","3,394","2,255","1,826","1,740",91,101,92,102,97,95,102,101,97,91,88,86,206,100,99,92,100,"3,051",292,279,274,279,273,266,278,279,277,279,275,"4,847",970,851,994,128,943,961,12,3,6,3,5,8,"21,638"
25-Jan-07,"4,519","3,347","2,279","1,822","1,752",91,101,89,101,98,100,102,102,97,92,88,86,206,99,99,102,99,"3,057",292,279,272,279,272,269,280,280,280,278,276,"4,843",971,848,992,128,942,962,12,3,6,3,5,10,"21,646"
26-Jan-07,"4,504","3,380","2,289","1,809","1,682",81,97,86,97,93,93,100,97,95,82,88,83,205,97,95,101,92,"3,054",289,280,280,280,273,263,275,280,280,278,276,"4,840",969,849,992,128,942,960,12,3,6,3,5,81,"21,656"
27-Jan-07,"4,503","3,381","2,289","1,809","1,671",81,94,86,96,91,94,100,97,92,82,88,81,204,97,95,101,92,"3,051",289,280,279,279,273,263,274,280,280,278,276,"4,835",969,848,991,128,939,960,12,3,6,3,5,79,"21,635"
