Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,777","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,203"
10-Mar-09,"4,125","3,488","3,122","1,710","1,789",88,102,94,101,99,98,100,98,101,84,85,91,253,99,97,97,102,"2,923",278,265,263,265,258,265,266,265,265,266,267,"5,436",954,"1,361",983,"1,161",977,12,4,5,3,6,7,"22,618"
11-Mar-09,"4,118","3,523","3,117","1,695","1,795",87,102,96,102,99,98,102,96,101,83,88,91,253,101,97,97,102,"2,925",277,266,263,265,259,265,266,266,265,266,267,"5,437",955,"1,361",982,"1,162",977,12,4,5,3,6,9,"22,637"
12-Mar-09,"4,123","3,531","3,091","1,698","1,794",86,100,96,102,102,102,100,96,100,83,88,89,252,100,96,102,100,"2,927",280,264,265,264,261,264,266,266,264,266,267,"5,438",954,"1,359",983,"1,166",976,12,4,5,3,6,11,"22,631"
13-Mar-09,"4,129","3,535","3,102","1,698","1,751",83,93,94,101,102,100,96,93,95,86,85,88,242,101,94,101,97,"2,927",280,264,264,264,261,265,265,266,265,266,267,"5,433",952,"1,357",983,"1,167",974,11,4,4,3,6,54,"22,646"
14-Mar-09,"4,124","3,534","3,099","1,698","1,748",83,93,94,101,101,99,96,93,95,86,85,88,242,101,94,100,97,"2,926",280,264,264,264,261,265,264,266,265,266,267,"5,425",949,"1,355",983,"1,164",974,11,4,4,3,6,52,"22,623"
15-Mar-09,"4,123","3,534","3,099","1,698","1,746",82,93,93,101,101,99,96,93,95,86,85,88,242,101,94,100,97,"2,921",279,264,264,263,261,264,264,265,265,265,267,"5,422",949,"1,355",983,"1,161",974,11,4,4,3,6,54,"22,614"
16-Mar-09,"4,115","3,541","3,087","1,676","1,789",90,99,95,102,101,100,99,96,101,85,89,85,249,102,96,101,99,"2,929",280,266,264,266,261,265,265,265,266,264,267,"5,456",956,"1,354",983,"1,190",973,11,4,4,3,6,11,"22,621"
17-Mar-09,"4,110","3,559","3,094","1,674","1,778",90,99,94,102,101,100,99,95,93,85,87,86,251,102,95,100,99,"2,933",280,267,266,266,260,266,266,266,265,264,267,"5,463",959,"1,353",983,"1,192",976,11,4,4,3,6,15,"22,643"
18-Mar-09,"4,118","3,543","3,106","1,673","1,773",90,99,94,101,101,99,98,92,100,87,87,86,249,98,95,99,98,"2,926",280,266,266,266,260,265,266,263,265,264,265,"5,451",955,"1,352",981,"1,188",975,11,4,4,3,6,17,"22,624"
