Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,882","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,691"
19-Sep-13,"3,382","3,307",34,"3,231","2,204","1,402",91,72,67,63,87,71,65,68,83,77,91,79,211,97,72,51,57,"4,425",300,367,279,298,280,279,271,281,353,279,280,280,299,280,299,"4,386",0,"1,200",996,"1,296",894,11,6,3,2,0,0,"22,382"
20-Sep-13,"3,378","3,302",34,"3,228","2,218","1,383",90,69,69,62,87,69,64,63,83,74,90,78,209,93,70,50,63,"4,424",300,367,278,299,278,280,272,280,355,281,280,279,296,279,300,"4,387",0,"1,200",996,"1,297",894,10,6,2,2,0,0,"22,364"
21-Sep-13,"3,381","3,299",34,"3,229","2,218","1,380",90,69,69,62,87,69,64,63,83,73,89,79,208,93,70,50,62,"4,421",300,367,278,299,276,280,272,280,355,281,280,279,296,279,299,"4,387",0,"1,200",996,"1,297",894,10,6,2,2,0,0,"22,359"
22-Sep-13,"3,381","3,301",33,"3,227","2,218","1,377",90,69,69,62,87,69,64,63,82,73,89,78,208,93,69,50,62,"4,420",300,367,278,299,276,280,272,280,355,281,280,278,296,279,299,"4,386",0,"1,200",996,"1,296",894,10,6,2,2,0,0,"22,353"
23-Sep-13,"3,373","3,324",34,"3,230","2,212","1,400",88,71,71,63,89,71,63,68,82,76,91,79,210,97,69,50,62,"4,421",299,368,277,300,276,280,274,279,355,280,280,279,296,279,299,"4,388",0,"1,200",997,"1,297",894,11,6,3,2,0,0,"22,393"
24-Sep-13,"3,368","3,326",35,"3,231","2,227","1,410",88,70,71,62,86,72,63,67,82,76,91,80,221,102,68,50,61,"4,425",299,368,276,299,280,280,274,279,355,280,280,280,296,280,299,"4,397",0,"1,199",997,"1,306",895,11,6,3,2,0,0,"22,430"
25-Sep-13,"3,366","3,338",32,"3,235","2,236","1,403",88,70,69,62,85,72,66,67,80,76,93,80,214,102,68,50,61,"4,428",298,369,280,299,279,280,274,280,355,280,280,279,295,280,300,"4,399",0,"1,201",997,"1,307",894,11,6,3,2,0,0,"22,448"
26-Sep-13,"3,372","3,348",32,"3,236","2,243","1,405",92,70,69,62,85,72,66,67,80,75,93,80,213,102,68,50,61,"4,428",297,369,279,298,279,280,274,280,355,280,280,279,298,280,300,"4,393",0,"1,198",996,"1,305",894,11,6,3,2,0,0,"22,468"
27-Sep-13,"3,366","3,328",35,"3,229","2,268","1,402",92,69,71,64,84,78,65,64,79,71,93,75,214,101,70,51,61,"4,432",300,368,279,300,279,279,272,280,355,280,281,279,298,279,303,"4,397",0,"1,200",999,"1,305",893,10,5,3,2,0,0,"22,467"
