Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,155","1,824","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,821"
19-Aug-06,"4,474","3,301","2,034","1,825","1,744",88,101,92,98,99,99,101,98,100,89,85,84,217,100,97,98,98,"3,053",294,279,280,278,275,249,279,280,279,280,280,"4,854",971,866,992,128,943,954,12,4,5,3,5,35,"21,337"
20-Aug-06,"4,469","3,300","2,034","1,825","1,744",88,101,92,98,99,99,101,98,100,89,85,84,217,100,97,98,98,"3,050",292,279,280,278,275,249,278,280,279,280,280,"4,852",971,866,990,128,943,954,12,4,5,3,5,35,"21,326"
21-Aug-06,"4,490","3,307","2,036","1,790","1,764",91,99,93,99,98,99,101,100,102,91,86,85,223,101,98,98,100,"3,049",292,279,280,278,276,249,275,280,280,280,280,"4,862",969,871,994,128,948,952,13,5,5,3,5,7,"21,323"
22-Aug-06,"4,489","3,285","2,045","1,786","1,761",92,99,91,101,99,100,101,101,102,91,86,85,223,102,94,96,98,"3,069",293,279,280,275,275,267,280,280,280,280,280,"4,869",968,873,994,128,951,955,11,5,3,3,5,6,"21,326"
23-Aug-06,"4,466","3,309","2,052","1,794","1,771",92,101,94,101,102,99,100,101,101,91,86,83,223,101,101,93,102,"3,070",292,280,279,277,274,271,280,280,277,280,280,"4,862",970,871,993,128,946,954,11,5,3,3,5,6,"21,346"
24-Aug-06,"4,464","3,345","2,043","1,788","1,777",92,100,95,101,99,99,100,101,102,92,86,82,223,101,101,101,102,"3,064",293,278,280,276,269,272,280,280,277,280,279,"4,862",969,871,995,127,945,955,11,5,3,3,5,7,"21,366"
25-Aug-06,"4,479","3,336","2,039","1,783","1,742",86,98,93,100,96,98,98,99,101,92,84,79,221,96,98,101,102,"3,076",293,278,280,276,275,274,280,280,280,280,280,"4,862",969,871,992,128,947,955,11,5,3,3,5,34,"21,367"
26-Aug-06,"4,476","3,338","2,038","1,783","1,742",86,98,93,100,96,98,98,99,101,92,84,79,221,96,98,101,102,"3,069",292,277,279,276,274,274,280,279,280,280,278,"4,856",967,870,992,128,947,952,11,5,3,3,5,33,"21,351"
27-Aug-06,"4,475","3,339","2,035","1,783","1,742",86,98,94,100,96,98,98,99,101,92,83,78,221,97,98,101,102,"3,068",292,277,279,276,273,274,280,279,280,280,278,"4,856",967,870,992,128,947,952,11,5,3,3,5,30,"21,344"
