Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,808","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,234"
1-Oct-08,"4,033","3,655","3,099","2,217","1,803",89,99,96,100,102,102,97,98,101,91,91,93,243,100,100,100,101,"3,077",293,279,277,280,271,280,280,277,281,280,279,"5,056",972,943,"1,000","1,150",991,14,6,6,2,6,7,"22,967"
2-Oct-08,"4,038","3,689","3,087","2,200","1,808",89,101,95,100,102,100,97,100,100,92,90,93,244,102,102,100,101,"3,082",292,279,279,280,274,280,280,279,281,279,279,"5,058",971,942,"1,000","1,152",993,15,6,6,3,6,8,"22,991"
3-Oct-08,"4,034","3,682","3,061","2,208","1,748",89,98,90,95,98,94,98,95,98,88,90,84,241,99,93,98,100,"3,077",292,280,276,280,273,278,280,280,281,279,278,"5,083",971,946,"1,001","1,170",995,16,6,6,4,6,67,"22,982"
4-Oct-08,"4,031","3,682","3,061","2,208","1,744",89,98,90,94,98,94,98,95,98,88,89,83,240,99,93,98,100,"3,076",292,280,276,279,273,278,280,280,281,279,278,"5,079",971,945,"1,000","1,168",995,16,6,6,4,6,66,"22,969"
5-Oct-08,"4,031","3,680","3,061","2,208","1,740",89,98,90,94,98,93,98,96,95,88,88,83,240,99,93,98,100,"3,074",292,279,276,279,273,277,280,280,281,279,278,"5,078",970,945,"1,000","1,168",995,16,6,6,4,6,65,"22,959"
6-Oct-08,"4,043","3,674","3,081","2,181","1,797",91,101,95,98,102,100,99,100,94,92,90,88,246,99,102,99,101,"3,074",293,277,275,279,274,277,280,280,281,279,279,"5,082",970,943,998,"1,178",993,16,6,6,4,6,8,"22,962"
7-Oct-08,"4,051","3,649","3,070","2,193","1,807",91,101,93,102,102,102,98,100,102,92,91,87,246,100,102,97,101,"3,082",294,277,277,279,274,279,280,281,281,280,280,"5,095",970,945,998,"1,189",993,16,6,6,4,6,9,"22,978"
8-Oct-08,"3,998","3,683","3,080","2,185","1,807",91,100,93,102,102,102,100,101,101,91,91,87,246,97,101,100,102,"3,075",293,278,277,276,274,280,280,276,281,280,280,"5,137",970,982,"1,000","1,193",992,16,6,6,4,6,9,"22,996"
9-Oct-08,"4,016","3,671","3,073","2,179","1,815",91,100,95,102,102,102,100,99,100,91,91,91,248,100,101,101,101,"3,083",294,281,277,276,275,280,280,280,281,279,280,"5,156",970,996,998,"1,197",995,16,6,6,4,6,0,"23,015"
