Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,3590,"3,882",58,,"3,082","1,781","1,348",0,0,96,102,102,0,0,82,20,102,92,93,93,182,28,50,82,20,102,102,0,"4,494",300,369,280,310,280,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"24,223"
22-Feb-17,3349,"3,395",26,14,"3,070","1,428",965,0,0,59,66,66,0,0,61,8,74,90,81,67,164,2,21,61,13,70,62,0,"3,762",239,294,233,247,222,226,274,277,349,199,239,299,207,221,236,"3,067",0,"1,175",997,0,895,12,4,4,4,"19,088"
23-Feb-17,3341,"3,417",27,14,"3,070","1,418",963,0,0,58,66,66,0,0,60,6,74,89,83,67,164,2,21,62,13,70,62,0,"3,771",239,294,242,247,222,226,274,278,348,200,239,297,206,223,236,"3,051",0,"1,175",996,0,880,14,4,6,4,"19,086"
24-Feb-17,3350,"3,404",27,28,"3,071","1,399",963,0,0,56,63,64,0,0,68,5,72,89,82,66,160,2,21,72,13,67,63,0,"3,793",239,294,262,247,223,226,274,278,349,200,239,296,204,223,239,"3,055",0,"1,176","1,000",0,879,13,3,6,4,"19,103"
25-Feb-17,"3,349","3,402",27,28,"3,071","1,399",962,0,0,56,63,64,0,0,67,5,72,89,82,66,160,2,21,72,13,67,63,0,"3,792",239,294,262,247,222,226,274,278,349,200,239,296,204,223,239,"3,053",0,"1,175","1,000",0,878,13,3,6,4,"19,096"
26-Feb-17,"3,349","3,403",27,28,"3,071","1,399",960,0,0,56,63,64,0,0,67,5,72,89,82,66,160,2,21,70,13,67,63,0,"3,792",239,294,262,247,222,226,274,278,349,200,239,296,204,223,239,"3,051",0,"1,174",999,0,878,13,3,6,4,"19,093"
27-Feb-17,"3,356","3,441",27,28,"3,068","1,380",975,0,0,58,66,66,0,0,65,6,73,89,83,64,162,2,21,69,13,71,67,0,"3,794",238,292,262,256,221,226,274,278,349,200,239,296,203,221,239,"3,047",0,"1,172",998,0,877,14,4,6,4,"19,130"
28-Feb-17,"3,354","3,451",27,23,"3,068","1,370",970,0,0,57,66,66,0,0,62,6,73,89,83,64,162,2,21,69,13,71,66,0,"3,805",235,291,262,266,220,225,274,278,351,199,239,295,202,227,241,"3,024",0,"1,155",995,0,874,14,4,6,4,"19,106"
Avg Population,3367.0,3416.0,27.0,12.0,3066.0,1378.0,969.0,0.0,0.0,61.0,68.0,62.0,0.0,0.0,63.0,6.0,76.0,88.0,82.0,66.0,163.0,3.0,23.0,58.0,14.0,70.0,64.0,0.0,3796.0,241.0,296.0,233.0,251.0,224.0,226.0,273.0,278.0,348.0,202.0,244.0,300.0,213.0,223.0,242.0,3060.0,0.0,1173.0,998.0,0.0,889.0,13.0,4.0,6.0,3.0,19103.0
