Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"3,356","3,449","3,204","1,680","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,294"
28-May-11,"3,170","3,218","3,179","1,842","1,501",84,83,84,74,76,89,75,91,87,81,83,74,189,88,84,79,80,"3,022",234,224,248,224,223,219,223,285,223,224,224,223,248,"5,132",900,"1,354","1,000",994,884,12,6,6,0,5,4,"21,085"
29-May-11,"3,170","3,218","3,179","1,842","1,501",84,83,84,74,76,89,75,91,87,81,83,75,189,88,83,79,80,"3,020",234,224,248,224,223,219,223,285,223,224,223,223,247,"5,130",900,"1,353",999,994,884,12,6,6,0,5,3,"21,080"
30-May-11,"3,171","3,219","3,178","1,844","1,497",84,83,84,74,76,88,75,91,86,81,83,75,188,88,82,79,80,"3,018",234,224,248,224,223,219,223,285,223,224,221,223,247,"5,128",900,"1,353",999,994,882,11,5,6,0,5,5,"21,076"
31-May-11,"3,166","3,240","3,158","1,828","1,493",84,82,83,79,75,87,73,91,85,81,83,75,187,87,82,79,80,"3,023",233,224,248,223,224,219,224,285,224,224,222,223,250,"5,126",899,"1,351",999,995,882,11,5,6,0,5,6,"21,056"
Avg Population,"3,158","3,236","3,167","1,814","1,488",80,76,82,83,79,88,74,87,90,79,77,73,186,90,82,77,86,"3,019",234,224,247,223,223,217,223,284,223,224,223,223,251,"5,145",899,"1,354",994,"1,012",885,8,5,3,0,5,17,"21,057"
