date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,539","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,232"
19-Nov-10,"3,235","3,167","3,176","1,607","1,577",78,84,73,88,74,75,94,83,97,88,90,78,217,95,80,82,101,"3,007",234,223,239,224,223,220,224,283,225,224,224,224,240,"5,253",900,"1,363",930,"1,199",861,9,5,2,2,5,6,"21,042"
20-Nov-10,"3,234","3,166","3,176","1,607","1,574",78,84,73,88,73,75,92,83,97,88,90,78,217,95,80,82,101,"3,007",234,223,239,224,223,220,224,283,225,224,224,224,240,"5,249",900,"1,361",930,"1,197",861,9,5,2,2,5,7,"21,034"
21-Nov-10,"3,234","3,165","3,173","1,607","1,574",78,84,73,88,73,75,92,83,97,88,90,78,217,95,80,82,101,"3,004",234,222,239,224,222,220,223,283,225,224,224,224,240,"5,246",900,"1,359",930,"1,196",861,9,5,2,2,5,7,"21,024"
22-Nov-10,"3,218","3,172","3,166","1,608","1,571",78,84,73,86,72,75,91,83,95,86,90,80,221,95,80,82,100,"3,008",238,222,239,223,224,220,222,284,225,224,223,224,240,"5,269",906,"1,361",940,"1,199",863,9,5,2,2,5,7,"21,033"
23-Nov-10,"3,180","3,182","3,160","1,618","1,565",76,83,68,83,75,80,90,82,95,86,88,80,216,98,85,80,100,"3,008",235,224,239,224,224,220,223,283,225,224,223,224,240,"5,293",905,"1,361",940,"1,200",887,9,5,2,2,5,8,"21,028"
24-Nov-10,"3,178","3,172","3,173","1,639","1,570",76,83,67,84,75,80,90,82,98,86,88,80,219,98,85,80,99,"3,007",235,224,238,224,224,220,223,283,225,224,223,224,240,"5,293",905,"1,363",940,"1,199",886,8,4,2,2,5,9,"21,054"
25-Nov-10,"3,176","3,172","3,171","1,640","1,567",75,83,67,84,75,80,90,82,98,86,88,79,218,98,85,80,99,"3,007",235,224,238,224,224,220,223,283,225,224,223,224,240,"5,291",905,"1,361",940,"1,199",886,8,4,2,2,5,9,"21,046"
26-Nov-10,"3,173","3,173","3,168","1,642","1,565",75,83,67,84,75,80,90,80,98,86,88,79,218,98,85,80,99,"3,005",234,223,238,224,224,220,223,283,225,224,223,224,240,"5,287",905,"1,360",938,"1,198",886,8,4,2,2,5,6,"21,032"
27-Nov-10,"3,174","3,173","3,168","1,642","1,565",75,83,67,84,75,80,90,80,98,86,88,79,218,98,85,80,99,"3,005",234,223,238,224,224,220,223,283,225,224,223,224,240,"5,285",904,"1,360",938,"1,198",885,8,4,2,2,5,5,"21,030"
