Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,678","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,553"
28-Jun-12,"3,274","3,234","3,193","2,065","1,610",91,76,86,90,78,76,82,83,96,80,92,89,238,99,84,79,91,"4,347",298,369,279,300,280,280,273,280,339,280,280,280,233,278,298,"4,308",0,"1,359","1,000","1,046",903,11,5,2,4,0,4,"22,046"
29-Jun-12,"3,273","3,212","3,190","2,075","1,613",91,76,85,89,80,75,80,83,99,80,93,89,239,99,84,80,91,"4,352",297,369,279,300,279,280,274,278,339,280,280,280,239,279,299,"4,311",0,"1,360","1,000","1,048",903,11,5,2,4,0,8,"22,045"
30-Jun-12,"3,271","3,214","3,191","2,075","1,610",91,76,85,89,80,74,80,83,98,80,93,88,239,99,84,80,91,"4,350",297,369,279,300,279,279,274,278,339,280,280,280,239,279,298,"4,303",0,"1,358",998,"1,046",901,11,5,2,4,0,6,"22,031"
Avg Population,"3,287","3,195","3,182","2,072","1,598",91,82,76,90,81,79,79,82,93,78,92,90,233,99,81,84,88,"4,335",298,355,279,299,279,280,274,279,339,279,279,280,236,280,299,"4,294",0,"1,361",982,"1,049",902,11,5,2,4,0,18,"21,993"
