Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,662","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,988"
19-Mar-08,"4,220","3,600","3,087","1,902","1,796",92,94,95,100,102,100,102,99,97,87,88,90,254,100,97,102,97,"3,080",291,280,280,280,274,280,280,279,278,278,280,"4,800",969,885,"1,000",0,954,992,14,5,6,3,5,5,"22,509"
20-Mar-08,"4,212","3,602","3,102","1,906","1,804",92,94,95,100,101,100,100,102,98,92,87,90,255,100,98,102,98,"3,084",293,280,280,280,273,280,280,280,278,280,280,"4,794",971,886,"1,000",0,946,991,12,5,4,3,5,4,"22,525"
21-Mar-08,"4,216","3,593","3,104","1,922","1,774",88,99,92,100,99,100,98,97,96,92,86,85,248,99,96,99,100,"3,086",294,280,280,280,273,280,280,280,280,280,279,"4,800",972,884,997,0,953,994,12,5,4,3,5,37,"22,549"
22-Mar-08,"4,214","3,589","3,103","1,922","1,774",88,99,92,100,99,100,98,97,96,92,86,85,248,99,96,99,100,"3,081",294,280,279,279,272,280,279,280,280,278,280,"4,798",972,884,996,0,953,993,12,5,4,3,5,38,"22,536"
23-Mar-08,"4,212","3,589","3,102","1,922","1,772",88,99,92,100,99,99,98,97,96,92,86,85,247,99,96,99,100,"3,077",293,280,279,279,272,280,278,280,280,276,280,"4,797",972,883,996,0,953,993,12,5,4,3,5,38,"22,526"
24-Mar-08,"4,208","3,593","3,116","1,920","1,802",92,101,95,98,101,98,100,102,97,92,86,88,251,102,98,102,99,"3,079",294,280,279,280,272,280,278,280,280,278,278,"4,792",971,884,995,0,950,992,13,5,4,4,5,5,"22,533"
25-Mar-08,"4,223","3,579","3,117","1,925","1,799",92,100,96,98,99,100,94,102,96,92,90,87,253,101,98,100,101,"3,083",293,280,278,280,274,281,279,280,280,280,278,"4,804",970,884,999,0,956,995,14,6,4,4,5,5,"22,554"
26-Mar-08,"4,241","3,596","3,102","1,931","1,791",92,99,96,102,99,100,89,101,96,91,89,87,252,102,96,100,100,"3,083",294,279,278,280,272,281,279,280,280,280,280,"4,807",972,889,999,0,954,993,14,6,4,4,5,6,"22,576"
27-Mar-08,"4,237","3,627","3,119","1,909","1,790",92,99,96,101,95,100,90,101,96,91,92,88,251,102,96,100,100,"3,073",293,279,278,280,271,281,276,276,280,280,279,"4,808",971,888,"1,000",0,957,992,14,6,4,4,5,2,"22,584"
