date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
1-Jul-13,"3,393","3,354",33,"3,235","2,330","1,508",90,63,76,68,88,82,60,79,91,80,91,90,231,101,85,73,60,"4,427",298,368,280,297,278,280,274,279,354,281,279,280,300,279,300,"4,304",0,"1,120",998,"1,295",891,10,3,4,3,0,0,"22,594"
2-Jul-13,"3,392","3,375",33,"3,231","2,313","1,501",90,63,75,67,88,82,61,79,88,80,93,90,231,101,84,69,60,"4,428",298,368,280,297,278,280,274,279,355,281,281,279,299,279,300,"4,310",0,"1,122",998,"1,299",891,10,3,4,3,0,0,"22,593"
3-Jul-13,"3,390","3,372",33,"3,234","2,316","1,511",90,73,76,66,89,82,61,78,88,79,93,93,236,100,78,69,60,"4,430",300,368,280,299,277,280,275,279,355,281,280,277,300,279,300,"4,314",0,"1,127",999,"1,298",890,9,2,4,3,0,0,"22,609"
4-Jul-13,"3,386","3,371",33,"3,234","2,316","1,509",90,72,76,66,89,82,61,78,88,79,93,93,235,100,78,69,60,"4,426",300,368,280,299,277,280,274,278,355,281,280,277,299,279,299,"4,309",0,"1,125",998,"1,296",890,9,2,4,3,0,0,"22,593"
5-Jul-13,"3,385","3,368",33,"3,234","2,316","1,503",89,73,76,66,89,81,61,77,88,78,91,93,235,100,78,69,59,"4,424",300,368,280,299,277,280,274,278,354,281,279,277,299,279,299,"4,307",0,"1,125",998,"1,294",890,9,2,4,3,0,0,"22,579"
6-Jul-13,"3,380","3,370",33,"3,229","2,316","1,501",89,73,76,66,89,81,61,77,88,78,91,92,235,100,78,68,59,"4,421",300,368,280,299,276,280,274,277,354,281,279,277,298,279,299,"4,305",0,"1,125",996,"1,294",890,9,2,4,3,0,0,"22,564"
7-Jul-13,"3,379","3,370",33,"3,228","2,316","1,498",89,73,76,65,89,81,61,77,88,77,91,92,235,100,78,67,59,"4,420",300,368,279,299,276,280,274,277,354,281,279,277,298,279,299,"4,301",0,"1,123",996,"1,293",889,9,2,4,3,0,0,"22,554"
8-Jul-13,"3,374","3,400",34,"3,221","2,316","1,490",89,73,73,64,89,81,61,77,87,77,93,92,233,99,78,66,58,"4,419",300,366,279,299,276,280,274,277,354,281,279,279,298,278,299,"4,302",0,"1,123",995,"1,293",891,9,2,4,3,0,0,"22,565"
9-Jul-13,"3,382","3,377",34,"3,227","2,318","1,494",89,71,74,69,87,83,63,77,87,81,93,91,233,98,78,62,58,"4,427",299,367,278,300,280,280,274,279,353,281,280,280,298,278,300,"4,310",0,"1,125",995,"1,299",891,12,5,4,3,0,0,"22,581"
